회차,발언자명,발언자유형,정당,소속기관,직위,소속_직위,발화내용 요약
391회,서범수,lawmaker,미래통합당,국회 행정안전위원회,위원,,"서범수 의원은 공직선거법 및 정치자금법 개정안 상정의 실효성에 의문을 제기하며, 여야 정개특위 논의 필요성을 강조했다. 또한 대장동 게이트 관련 경찰 수사 현황과 검경 간 휴대폰 포렌식 협조 여부를 질의하며 수사 진행 상황에 대한 명확한 답변을 요구했다."
391회,서영교,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"서영교 위원장은 391회 행정안전위원회 회의에서 청원 심사기간 연장, 법률안 상정 및 심사, 2022년도 예산안 의결 절차를 안내하고 진행했으며, 코로나 방역 지원과 일상회복 지원금에 대한 여야 간 합의를 촉구하였다. 또한, 예산 증액에 대해 관련 기관장들의 동의를 확인하고 후속 조치에 대한 위임을 요청하였다. 회의 종료 전 서면질의 답변 제출을 당부하며 회의를 마무리했다."
391회,신열우,government,,소방,청장,소방 청장,"신열우 의원은 소방대상물의 자체소방대 설치 및 교육 지원을 위한 소방기본법 개정안과, 소방공제회 운영의 투명성 및 임원 책임 강화를 위한 대한소방공제회법 개정안을 설명하며 심사 요청했다. 또한, 2022년도 소방청 예산안 심의에 감사하며 정책 반영과 지속적 관심을 당부했다."
391회,오영훈,lawmaker,더불어민주당,국회 행정안전위원회,위원,,오영훈 위원은 예산결산소위에서 여야 입장 차이로 위드 코로나 국민지원금 논의가 결론 나지 않아 행안위 전체회의에서 재논의 요청을 보고했다. 그는 8.5조 원 범위 내에서 1인당 20만 원씩 전 국민 일상회복 지원금 지급 방안을 토론하고 결정해 줄 것을 요청했다. 방역 상황을 고려한 충분한 토론과 합리적 결정을 기대한다고 밝혔다.
391회,오영훈,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"오영훈 위원은 행정안전위 소관 2022년도 예산안 심사 결과를 보고하며, 주요 부처별 감액과 증액 내역 및 부대의견 90여 건을 포함해 수정 의결한 내용을 설명했다. 위드 코로나 국민지원금 예산은 전체회의에서 재논의하기로 했으며, 지방소멸대응기금 배분 기준 마련과 소방공무원 처우 개선 등도 요청했다."
391회,오영훈,lawmaker,더불어민주당,국회 행정안전위원회,의원,,오영훈 의원은 제주4․3사건 희생자에 대한 구체적 보상 기준과 절차를 법률에 명확히 규정하는 특별법 일부개정안을 제안하였다. 이를 통해 희생자 및 유족의 명예 회복과 실질적 보상을 실현하고 국가의 책임을 다하고자 한다. 이번 개정이 과거사 문제 해결의 모범이 되길 요청하였다.
391회,이영,lawmaker,미래한국당,국회 행정안전위원회,위원,,"이영 의원은 검경 수사권 조정 후 협력 부진과 서울청 경찰 철수 문제를 지적하며 구체적 업무 협의 현황 보고를 요청했다. 또한, 전 국민 재난지원금 지급에 대해 재정 여력 부족과 절차 미비를 문제 삼으며 신중한 논의를 촉구했다."
391회,이은주,lawmaker,정의당,국회 행정안전위원회,위원,,"이은주 의원은 경찰의 정보수집 업무가 폐쇄적이고 통제 장치가 미흡하다며, 정보 관련 사무를 분리해 국가안전정보처 신설을 검토할 필요가 있다고 지적했다. 또한, 코로나 피해 지원금은 전 국민 대상보다는 고용 취약 계층과 피해자 중심으로 선별 지원해야 하며, 초과세수는 피해 계층에 돌려줘야 한다고 강조했다."
391회,이해식,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이해식 위원은 종부세 폐지가 지방재정 균형발전과 조세 형평성에 부정적 영향을 미친다며 장관의 견해를 요청했고, 코로나19 일상회복 지원금은 초과세수를 국민에게 환원하는 정당한 재정 집행임을 강조하며 예산안 반영을 촉구했다. 또한 지방재정 매칭 문제는 종부세 세수 증가와 재정분권으로 해결 가능하다고 설명했다."
391회,장지원,government,,전문,위원,전문 위원,"장지원 전문위원은 공직선거법과 정치자금법 일부개정안의 법적 모순 해소 및 회계보고자료 열람기간 연장 필요성을 설명했다. 또한, 소방공무원법 개정안은 소방정 이상 임용권을 소방청장으로 이관해 국가 재난 대응 강화 취지이나, 대통령령 개정이 더 적절할 수 있음을 지적했다."
391회,전해철,lawmaker,더불어민주당,국회 행정안전위원회,장관,,"전해철은 종합부동산세가 지방재정 확충과 균형발전에 기여하는 순기능을 강조하며, 12% 국비 지급 추가 요구는 수용 곤란하다고 밝혔다. 전 국민 재난지원금은 재정 여건과 초과세수 활용 방안을 예결위에서 신중히 논의해야 하며, 국민의 사용 재량을 존중할 필요가 있다고 설명했다. 또한, 행안위 예산 심사 결과를 긍정적으로 평가하며 향후 정책 반영을 약속했다."
391회,정근식,government,,진실․화해를위한과거사정리,위원장,진실․화해를위한과거사정리 위원장,"정근식은 2022년도 진실화해위원회 예산안 심사 의결에 감사하며, 위원들의 고견을 정책과 예산 집행에 반영하겠다고 밝혔다. 앞으로도 사업 성과를 위해 지속적인 관심과 지원을 요청했다."
391회,정성희,government,,수석전문,위원,수석전문 위원,"정성희 수석전문위원은 주요 법률안에 대해 지방의원 정수 조정, 불법 광고물 처리 권한, 부동산교부세 교부 기준, 대도시 특례 사무, 공무원 채용후보자 자격 및 부정행위자 명단 공개 등 쟁점별 신중한 검토와 제도적 보완 필요성을 강조했다. 특히 기본권 보호와 관계 부처 의견 수렴을 요청하였다."
391회,조오섭,lawmaker,더불어민주당,국회 행정안전위원회,위원,,조오섭 의원은 광주광역시의회 8년 경력 후 국회의원이 되어 국토교통위에서 활동하다가 행정안전위원회로 사보임되었음을 밝혔다. 선배 의원들의 지도와 배움을 요청하며 감사의 뜻을 전했다.
391회,최춘식,lawmaker,미래통합당,국회 행정안전위원회,위원,,"최춘식 위원은 방역지원금 명칭 변경에 따라 마스크, 소독제품 등 방역용품 구입에 적합한 용도로만 사용되어야 한다고 강조하며, 현금 지급 시 부적절한 사용 가능성을 우려했다. 따라서 방역지원금은 목적에 맞게 집행되어야 하며, 물품 직접 지원 방안도 검토할 필요가 있다고 요청했다."
391회,김민철,government,,,위원,위원,"김민철 의원은 경찰 부실 대응과 조직 문제를 지적하며, 단순 사과로는 국민 신뢰 회복이 어렵다고 비판했다. 특히 인천 층간소음 사건에서 경험 없는 경찰관이 무기 사용 없이 투입된 점을 문제 삼아, 조직 쇄신과 실질적 대책 마련을 촉구했다."
391회,김용판,lawmaker,미래통합당,국회 행정안전위원회,위원,,"김용판 의원은 현장 경찰의 프로정신 부족과 지휘부의 문제 해결 의지 부족을 지적하며, 경찰이 국민 신뢰를 얻기 위해 목숨을 걸고 임무에 임해야 한다고 강조했다. 또한, 경직법 개정 등 제도적 지원이 필요하다고 주장하며 지휘관들의 적극적 역할과 국회의 지원을 촉구했다."
391회,김창룡,government,,경찰,청장,경찰 청장,"김창룡 경찰청장은 경찰관 직무집행법 개정에 감사하며, 국민 안전 보호와 경찰관 재량 인정의 중요성을 강조했다. 대규모 집회 관리의 현실적 어려움과 기습 집회 대응, 테이저건 실사훈련 강화 등 현장 대응 개선 방안을 설명했다. 또한, 경찰의 책임과 문제점에 대해 엄중 인식하며 현장 의견 수렴과 제도 개선을 약속했다."
391회,박완수,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"박완수 의원은 경찰의 범죄 대응능력 강화를 위해 경찰관 직무집행법 제6조를 임의규정에서 의무규정으로 개정할 필요가 있다고 주장했다. 면책조항 도입으로 경찰이 적극적으로 대응할 책임이 커진 만큼, 현장 경찰관이 생명·신체에 위해가 예상될 때 반드시 조치하도록 해야 한다고 강조했다. 이에 대해 경찰청장의 의견과 종합대책 반영 여부를 요청했다."
391회,박완수,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"박완수 위원은 보행자우선도로 지정, 비상대비 법률 확대, 재난안전산업 및 경찰관 직무집행법 통합 조정안 등 24건 법률안 심사 결과를 보고하며, 각 법안의 주요 수정·통합 내용을 설명했다. 특히 보행자 보호 강화와 재난안전산업 진흥, 경찰관 직무 수행 지원을 강조했다. 심사 결과에 따라 통합 조정안을 본회의에 부의할 것을 요청했다."
391회,박재호,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"박재호 의원은 경찰청장에게 예산 문제에 구애받지 말고 최선을 다해 사과와 대응할 것을 요구하고, 피해자의 판단권을 강조했다. 민노총 문제와 민식이법 관련 주정차 민원에 대해 법과 원칙에 따른 적극적 대응과 현장 경찰관 지원을 요청했다. 또한 4·3 사건 등 과거 국가 피해 유족 문제를 국가 차원의 종합대책으로 해결할 필요성을 제기하며 장관의 동의를 구했다."
391회,박재호,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"박재호 위원은 제주4·3사건, 민원 처리, 주민등록법, 지방공기업법, 행정절차법 등 총 22건 법률안 심사 결과를 보고하며, 여러 개정안을 통합 조정한 대안을 제안하고 본회의 부의 여부를 결정함을 설명했다. 주요 내용은 민원인 보호, 디지털 약자 지원, 희생자 보상 기준 정비, 주민등록번호 변경 기간 단축, 이해충돌 방지, 청문 절차 강화 등이다. 소위원회 심사 결과대로 의결을 요청했다."
391회,서범수,lawmaker,미래통합당,국회 행정안전위원회,위원,,"서범수 의원은 경찰 직무집행법 개정이 현장 경찰관의 법 집행 자신감을 높였으나, 층간소음 및 스토커 사건 등 부실 대응 문제에 대한 실효성 있는 종합대책 마련을 촉구했다. 현장 경찰과 경찰청 간 심리적 거리와 불신 해소를 위해 현장 의견을 적극 반영할 것을 요청했다. 또한 코로나 방역 활동에서 일부 집회 방치로 국민 불신이 커지고 있다며 정부의 전반적 대책 강화를 요구했다."
391회,서영교,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"서영교 위원장은 행정안전부 및 경찰청 소관 법률안 의결과 지방세법 관련 법률안 상정을 주도하며, 현안 토론과 법안 심사의 철저한 진행을 요청하였다. 4·3 특별법 등 역사적 사건 해결과 경찰 현장 대응력 강화, 코로나 방역 지원 강화 필요성도 강조하였다. 또한 재외국민 투표 지원 강화와 법사위 심사 제한에 따른 상임위 역할 중요성을 언급하며 위원들의 적극적 협조를 당부했다."
391회,양기대,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"양기대 위원은 경찰관 직무집행법 개정안 취지에 공감하면서도 권한남용과 인권침해 우려를 지적하며, 시행령과 사례 중심 매뉴얼, 실전 교육 강화를 요청했다. 또한 윤창호법 헌재 위헌 결정에 따른 음주운전 가중처벌 입법 보완 필요성을 묻고 경찰청의 입장을 요구했다."
391회,오영환,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"오영환 의원은 직무집행법의 임의규정이 긴박한 상황에만 적용된다는 경찰청장의 답변이 현장 혼란과 소극행정을 초래할 우려가 있다고 지적했다. 그는 법이 사회적 약자 보호와 적극적 법 집행을 위한 명확한 근거임을 분명히 인정할 것을 요청했다. 또한, 경찰청장의 소극적 해석이 국민 신뢰 저하로 이어질 수 있음을 우려했다."
391회,오영훈,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"오영훈 위원은 4·3 특별법 개정안의 보상 개념과 금액(9000만 원)에 대한 혼동 해소를 요청하고, 희생자와 유족 권리 보장을 강조했다. 대검찰청의 직권재심 권고 합동수행단 출범을 통해 명예회복 길이 열렸다고 평가했다. 행안부의 적극적 협조로 정기국회 내 법안 통과를 촉구했다."
391회,이명수,government,,,위원,위원,"이명수 의원은 제주4․3 사건 개정안에 대해 배상 용어 사용과 보상 기준 개선, 추가 진상조사 조치 필요성을 소수 의견으로 제기했다. 또한, 정부의 방역 강화 대책과 출입국 제한 조치의 신속한 시행을 촉구하며, 경찰 신뢰 회복을 위한 교육 및 예산 문제 해결과 종합 대책 보고를 요구했다."
391회,이영,lawmaker,미래한국당,국회 행정안전위원회,위원,,"이영 의원은 인천 흉기 난동 사건에서 경찰의 현장 이탈과 테이저건 등 필수 교육 미이수 문제를 지적하며, 코로나19 핑계로 책임을 회피하는 경찰청장의 태도를 비판했다. 7만 명 이상의 경찰이 재교육을 받아야 하는데 현실적으로 불가능하다며 직무유기와 관리 소홀을 문제 삼았다. 국민 신뢰 회복을 위한 책임 있는 대책 마련을 촉구했다."
391회,이은주,lawmaker,정의당,국회 행정안전위원회,위원,,"이은주는 제주4․3사건 특별법 개정은 환영하나 보상금 액수가 부족하고 명예회복과 예우 강화가 필요하다고 지적했다. 또한 교제폭력 피해자 보호에 경찰 대응 역량이 미흡하며, 현장 의견을 반영한 실질적 매뉴얼과 교육이 시급하다고 강조했다. 청장에게 각오와 결의를 요구했다."
391회,이해식,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이해식 의원은 중견 경찰관이 현장 대응 대신 1층으로 내려간 사례를 문제 삼으며, 이는 개인의 문제인지 경찰 전체의 기강 해이인지 평가를 요청했다. 국민 신뢰 회복을 위해 경찰 대응 전반에 대한 점검과 경종 울릴 조치가 필요하다고 강조했다."
391회,이형석,lawmaker,더불어민주당,국회 행정안전위원회,위원,,이형석 위원은 지방세기본법 개정을 통해 광역시세 일부를 자치구로 이전해 재정분권을 강화할 필요성을 제기했다. 현행 법이 경제 및 자치단체 여건 변화에 맞지 않으므로 행안부가 재정분권 3단계 이전에도 적극적으로 논의에 참여하고 긍정적 검토를 요청했다.
391회,임호선,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"임호선 의원은 경찰관 직무집행법 일부개정법률안의 면책 규정 의미를 묻고, 최근 사회적 문제된 사건에 대해 경찰청장의 정중한 사과를 요청했다. 면책 규정 통과 후에도 경찰관 부담은 여전하므로, 구체적 적용 사례와 문제점 교육·훈련을 체계적으로 준비할 것을 당부했다."
391회,전해철,lawmaker,더불어민주당,국회 행정안전위원회,장관,,"전해철은 4·3법의 금전 보상이 국가 책임과 선례로서 중요하며, 보상 용어 사용과 유족들의 수용에 의미를 둔다고 설명했다. 또한 지방세 및 행정제재 관련 5건 법률안의 제도 개선을 소개하고, 자치구 재원 문제는 신중 검토와 재정분권 논의가 필요함을 강조했다. 마지막으로 제주4·3사건 법안 통과에 감사하며 시행 준비에 만전을 기할 것을 약속했다."
391회,정성희,government,,수석전문,위원,수석전문 위원,"정성희 수석전문위원은 지방세 관련 법률안에서 경찰에 수사 권한 이양, 실거래가액 기준 과세, 가상자산 압류·매각 근거 마련, 중소기업 경영 지원 및 취득세 감면 필요성 등을 설명하며 일부 법안에 대해 기재위 심사와 입법정책적 결정이 필요함을 강조했다."
391회,최춘식,lawmaker,미래통합당,국회 행정안전위원회,위원,,"최춘식 위원은 경찰의 적극적인 수사 태도는 칭찬하나, 민노총의 27일 불법 시위에 대해 편파적 잣대 적용 없이 엄정 대응할 것을 요청했다. 28일 합법 시위는 보장되어야 하며, 27일 불법 시위 처리 결과를 의원실에 제출해 줄 것을 요구했다."
391회,김형동,government,,,위원,위원,"김형동 의원은 생애최초 오피스텔 취득자에 대한 세금 배려와 농촌지역 별장 및 1가구 2주택자에 대한 취득세 감면 등 지방 활성화를 위한 세제 지원 필요성을 강조했다. 또한, 문중과 사찰이 보유한 토지에 부과된 종부세 문제에 대해 정부의 재검토를 요청했다."
391회,박재호,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"박재호 의원은 행안부와 위원들이 법안 심사 과정에서 지역별 사례와 시대 변화에 맞는 심도 있는 검토와 토론이 부족했다고 지적했다. 법안들이 쌓여 있어 효율적이고 협력적인 논의가 필요하며, 앞으로 함께 노력해 법안을 개선해 나가자고 요청했다."
391회,박재호,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"박재호 위원장은 지방세 관련 5개 법률안과 지방재정법, 지방행정제재법 일부개정안들을 통합 조정한 대안을 본회의에 부의하지 않기로 보고하며, 전자신고 범위 확대, 과세표준 개선, 세율 조정, 감면 연장 등 주요 내용을 설명하였다. 또한 체납처분 유예 사유 확대와 지방세통합정보통신망 시행일 통일을 포함한 수정 의결을 요청하였다."
391회,서영교,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"서영교 의원은 지방세 관련 126건 법률안 심사와 의결 과정을 감사하며, 현장 목소리를 반영한 세제 개선과 손실보상 확대를 요청했다. 또한 지역사랑상품권 발행액 증액(30조 원)과 국민 부담 경감에 대해 행정안전부의 협조를 당부했다. 마지막으로 법안 집행 과정의 철저한 반영과 대안 마련을 강조했다."
391회,양기대,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"양기대 위원은 지방재정법 개정안에서 장외발매소 경륜·경정 투표권 레저세 배분 비율 인상을 환영하며, 광역단체와의 조정 여부를 질의했다. 또한 경륜·경마 본장이 있는 도시의 도박중독 등 문제 해결을 위해 본장도 배분 비율 상향 필요성을 제기했다."
391회,오영훈,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"오영훈 위원은 제주 마을회 소유의 오름과 곶자왈에 재산세 및 종합부동산세가 부과되어 마을회의 재정 부담이 크다고 문제제기했다. 보존 목적의 토지에 수익이 없어 세금 납부가 어렵다며, 종합합산 과세를 분리과세로 전환해 조세 부담을 완화하고 마을회 지원을 요청했다. 이에 대한 시행령 개정 검토를 촉구했다."
391회,이명수,government,,,위원,위원,"이명수 의원은 지방세법이 체계적이지 못하고 임기응변식 개정이 반복되어 통합적 입법 조정이 필요하다고 지적했다. 화력발전시설 지역자원시설세 인상 취지는 공감하나, 인상분이 국민 전기료 부담으로 전가되는 것을 우려하며 구체적 부담 비율과 후속 조치에 대한 명확한 설명을 요청했다."
391회,이영,lawmaker,미래한국당,국회 행정안전위원회,위원,,"이영 의원은 생애최초 주택 취득세 감면 기준을 양도소득세 비과세 기준 상향(9억→12억)에 맞춰 현실화하고, 주거용 오피스텔도 감면 대상에 포함할 것을 요청했다. 또한, 저가 소형주택에 부과되는 세금 문제에 대해 재검토를 요구하며, 부처와 상임위별로 다른 세금 기준 적용의 문제점을 지적했다."
391회,이우종,unknown,,,행정안전부지방세정책관,행정안전부지방세정책관,"화력발전 세금 인상으로 한전 부담이 약 1062억 증가하나 전기요금 인상은 미미할 전망이다. 한전은 대규모 경영 조정으로 이를 감당할 수 있으며, 산업부도 이를 동의한 상태다. 노후담보 대상 포함은 금융위 법률 개정에 따른 사항임을 설명했다."
391회,전해철,lawmaker,더불어민주당,국회 행정안전위원회,장관,,"전해철 의원은 전기요금 인상은 없으며, 레저세 배분 조정과 장외발매소의 사회적 비용 보전을 위한 재원 배분 필요성을 설명했다. 오피스텔 및 별장 감면 기준의 형평성 문제와 시행령 검토 필요성을 인정하며, 국회 의견을 반영해 제도 개선과 지속적 논의를 약속했다. 마지막으로 법안 심사에 감사 인사를 전했다."
392회,김용판,lawmaker,미래통합당,국회 행정안전위원회,위원,,"김용판 의원은 경찰의 본연 업무 외 추가 업무로 인한 부담을 지적하며, 수사 인력 보강과 정예화가 필요하다고 강조했다. 또한, 경찰의 원활한 업무 수행을 위한 면책 규정 통과를 법사위에서 반드시 추진할 것을 요청했다. 장관과 경찰청장의 적극적인 관심과 지원을 당부했다."
392회,김창룡,government,,경찰,청장,경찰 청장,"김창룡은 경찰 수사 시 통신자료 조회가 필요 최소한도로 엄격히 이뤄지고 있음을 설명하며, 자율방범대 법률 제정으로 치안 보조인력 지원과 체계적 운영이 가능해졌다고 평가했다. 또한, 경찰 업무 부담 완화를 위해 인력·예산 증원 필요성을 강조하고, 공무원직장협의회법 개정에 따른 소통 강화 의지를 밝혔다."
392회,김학관,unknown,,,경찰청기획조정관,경찰청기획조정관,김학관은 수사심사정책담당관으로서 발언 내용을 확인하고 이해했음을 간단히 답변하였다. 별도의 쟁점이나 요청사항은 없었다.
392회,김형동,government,,,위원,위원,"김형동 의원은 순직 소방관 위로와 함께 경찰 수사 지휘 인원의 적정성 재검토를 요청하고, 통신자료 조회 시 당사자 통지 의무 부재와 개인정보 보호 문제를 지적했다. 또한 대선 선거관리의 공정성에 대한 국민 불안을 언급하며 법무부장관과 행안부장관, 선관위 상임위원의 사퇴 선언을 촉구했다. 마지막으로 선관위의 댓글 수사 의뢰 사례를 들어 선거사무 공정성에 대한 재고를 요구했다."
392회,남화영,unknown,,,소방청차장,소방청차장,"남화영은 화재가 아직 완전히 진압되지 않았고, 고립된 구조대원들은 인근 병원으로 이송되었음을 보고했다. 화재 원인은 아직 밝혀지지 않았다고 설명했다. 또한, 소방기본법 일부개정법률안 의결에 감사하며 위원들의 조언을 정책에 반영하겠다고 밝혔다."
392회,박완수,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"박완수 의원은 주민투표법 통과 시 소수 의견으로 주요 정책이 결정되는 문제와 청소년 학습권을 과도하게 제한하는 방역패스 조치에 대한 정부의 신축적 대응을 요청했다. 또한, 경찰의 통신자료 제공 요청 급증과 인권 침해 우려를 지적하며 명확한 기준 마련과 법적 규제 필요성을 강조했다."
392회,박완수,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"박완수 위원은 자율방범대 설치 및 운영 법률안 7건을 통합 조정한 대안을 제안하며, 조직 단위와 관리 주체, 활동 제한 및 지원 근거를 마련했다고 보고했다. 또한 소방기본법 일부개정법률안 3건을 통합 조정한 대안을 제안하며, 신고 의무 강화와 소방자동차 운행기록장치 설치 및 교통안전 분석 시스템 구축 근거를 포함했다고 설명했다. 두 대안 모두 본회의 부의 없이 통합 조정안으로 의결을 요청했다."
392회,박재호,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"박재호 의원은 전기통신법 개정을 계기로 수사 기법을 국민에게 투명하게 알리고 오해를 줄일 것을 요청했다. 또한, 행안부장관에게는 인구소멸 문제 등 지방 자치권 강화에 대한 철학적 접근과 제도적 보완을 통해 지방 활성화와 수도권 균형 발전을 도모할 것을 촉구했다."
392회,박재호,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"박재호 위원은 지방세징수법, 공무원직장협의회법, 부마민주항쟁법, 주민투표법, 지방연구원법 등 16건 법률안 심사 결과를 통합 조정한 대안을 제안하며, 주요 내용과 수정 사항을 설명하였다. 특히 고액·상습 체납자 감치 근거 마련, 직장협의회 가입 범위 확대, 주민투표 연령 하향 및 전자투표 도입 등이 포함되었다. 위원회 의결을 요청하며 자세한 내용은 배부 자료를 참고해 달라고 하였다."
392회,서범수,lawmaker,미래통합당,국회 행정안전위원회,위원,,"서범수 의원은 이재명 전 지사의 연가 사용 내역에 대한 철저한 복무 점검과 재발 방지를 촉구하며, 퇴직 후 문제 제기에 대한 실익 부정을 비판했다. 또한, 경찰 감찰에서 수사팀을 운영하는 것에 대해 법적 근거와 인권 침해 우려를 제기하며, 청장 지시에 따른 수사팀 구성의 적법성 문제를 따졌다."
392회,서영교,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"서영교 위원은 평택 냉동창고 화재로 부상당한 소방관들의 빠른 회복과 사고 재발 방지를 위해 소방장비 첨단화 및 법·예산 지원을 강조했다. 이어 행정안전위원회 법안 심사 및 의결 과정을 안내하고, 전 국민 재난지원금 필요성과 백신 접종에 대한 국민 불안 해소를 요청했다. 마지막으로 위원회 구성원들의 노력에 감사를 표하며 사고 피해 회복과 안전 강화에 최선을 다할 것을 당부했다."
392회,오영환,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"오영환 위원은 최근 냉동 물류창고 화재로 소방대원 3명이 순직한 참사를 언급하며, 가연성 건축자재 사용 금지를 위한 법안이 과거 건축물에는 적용되지 않아 피해를 막지 못한 현실을 지적했다. 경제성 논리를 앞세운 법안 반대와 국회의 무책임함을 비판하며, 국민 안전을 최우선으로 하는 정책 전환을 촉구했다."
392회,이명수,government,,,위원,위원,"이명수 의원은 소방청의 화재 대응 기준과 대형 시설의 초동 진압 보완 필요성을 지적하고, 자율방범대 지원과 경찰 조직문화 개선을 요청했다. 또한, 지방재정의 선심성 복지사업에 대해 중앙 차원의 합리적 조정과 가이드라인 마련을 요구하며, 이에 대한 방안을 서면으로 제출할 것을 요청했다."
392회,이은주,lawmaker,정의당,국회 행정안전위원회,위원,,"이은주 위원은 경찰공무원 직장협의회법 개정안 통과를 긍정하나, 직무 범위 확대가 부족한 점과 수사부서 직협 가입 제한에 의문을 제기했다. 또한, 기관장과 합의한 사항 이행 의무 부과를 강화하고 갈등 조정 기구 설치를 요청했다. 경찰청장에게 직협 활성화를 통한 조직 건강과 현장 소통 강화를 당부했다."
392회,이형석,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"이형석 위원은 소방관 인명피해 재발 방지를 강조하며, 지방세 감치제도 법안 상정 과정과 대상자 축소로 업무량은 적지만 경찰 인력 및 예산 보강 필요성을 요청했다. 또한 고액·상습 체납자 압박을 위한 제도 도입 취지를 설명하며 경찰청의 제도적 보완을 당부했다."
392회,임호선,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"임호선 의원은 통신자료 조회와 관련해 국민과 공무원의 이해 부족을 지적하며 경찰의 적극적인 홍보와 방어 필요성을 강조했다. 또한 자율방범대 법 제정에 따라 경찰이 관심과 지원을 강화하고 간담회 개최 등 구체적 육성 방안을 마련할 것을 요청했다. 마지막으로 감치명령서 집행 현황과 담당 부서, 지자체별 통계 자료 제공을 요구했다."
392회,전해철,lawmaker,더불어민주당,국회 행정안전위원회,장관,,"전해철 의원은 최근 물류센터 화재 희생에 안타까움을 표하며 재발 방지를 위한 협의와 이행의 중요성을 강조했다. 방역패스 도입과 기본권 제한에 신중함을 기하면서도 방역 목적상 예외 필요성을 언급했고, 지방자치단체의 자율성과 재정 건전성 강화를 위한 제도적 보완책 마련을 추진 중임을 밝혔다. 또한 주민참여 확대와 지방세 징수법 개정 등 행안위 법안 심사 결과를 보고하며 후속 조치에 만전을 기할 것을 약속했다."
392회,고규창,government,,행정안전부,차관,행정안전부 차관,"고규창 발언은 주민투표 대상 확대에 따른 혼란과 갈등 우려로 신중 검토를 요청하며, 주민투표운동 기간 축소와 통·리·반장만 운동 금지하는 정부안 유지 의견을 제시했다. 또한 주민자치회 기능 강화와 특례 사안 체계화 필요성을 강조하고, 대학 설립 문제 등은 관계 부처 협의가 필요하다고 설명했다."
392회,김민철,government,,,위원,위원,"김민철 의원은 지방의회의 역할 강화와 제도적 보완을 요청하며, 주민투표 준비 기간이 13일로 너무 짧아 3주 정도로 연장할 필요가 있다고 주장했다. 또한, 특례시 재정 및 명칭 문제에 대해 협의를 통한 개정이 필요하다고 언급했다. 마지막으로 정부안과 관련한 공청회 진행 상황에 대한 보고를 요청했다."
392회,김일권,government,,수석전문,위원,수석전문 위원,"김일권 의원은 주민투표법 개정안의 주요 쟁점과 심사 경과를 상세히 설명하며, 격리자 투표권 보장, 연령 하향, 전자투표 도입 등 대부분 조항에 이견이 없음을 보고했다. 또한, 공무원직장협의회법 개정안과 인구 100만 이상 대도시 특례 부여 관련 법안의 주요 내용과 검토 의견을 소개하며, 진상규명 기간 연장 필요성도 강조했다. 전반적으로 각 법안의 세부 조정과 관계부처 의견 수렴 필요성을 요청했다."
392회,김재원,government,,중앙선거관리위원회선거,국장,중앙선거관리위원회선거 국장,김재원 의원은 정부안에 동의하며 별도의 이견이나 추가 의견이 없음을 밝혔다.
392회,김형동,government,,,위원,위원,"김형동 의원은 주민자치위원회의 주민투표운동 독려 관련 선관위 의견 유지 여부를 질의하고, 100만 이상 특례시 명칭 부여와 실질적 특혜 부여 간 정부 입장 변화에 대해 문제를 제기했다. 그는 특례시 지정이 지역 간 불균형을 초래할 우려가 있음을 지적하며, 재정 외 다른 특례 가능성에 대한 명확한 구분 필요성을 요청했다. 또한 의사진행 발언 절차에 대한 진행 방식을 문의했다."
392회,박재호,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"박재호 위원은 주민투표법 등 다수 법안 심사 과정에서 정부와 위원 간 의견 조율과 신중한 검토를 강조하며, 특히 지방분권과 특례시 관련 논의는 2월 임시국회에서 심도 있게 다루기로 합의했다. 법안 대부분은 수정안 반영 후 위원회안으로 가결되었고, 일부 제정법안은 공청회를 거쳐 추가 심사하기로 결정했다. 행정안전부 차관과 관계자들의 협조에 감사 인사를 전하며 회의를 마무리했다."
