회차,발언자유형,의원명,정당,소속기관,직위,발화내용 요약
422회,lawmaker,모경종,더불어민주당,국회 행정안전위원회,위원,"모경종 위원은 자치분권 특별법 개정안과 관련해 인천시가 제시한 방안이 실질적 도움이 되지 않는다고 지적했다. 신설 지방자치단체에 대한 국가 차원의 지원과 관심이 필요함을 강조하며, 법안의 중요성을 기록에 남기길 요청했다."
422회,lawmaker,배준영,국민의힘,국회 행정안전위원회,위원,"배준영 의원은 인천시 행정구역 분리로 인한 추가 비용 지원 근거가 법에 누락된 점을 지적하며, 통합 시 지원이 있으면 분리 시에도 지원이 필요하다고 주장했다. 인천 특수 상황과 주민 찬성을 고려해 정부의 책임 있는 지원과 법적 근거 마련을 요청했다. 여야 공감대가 형성된 만큼 심도 있는 논의를 제안했다."
422회,lawmaker,신정훈,더불어민주당,국회 행정안전위원회,위원장,"신정훈 위원은 인구감소지역 지원 특별법의 적용 범위와 형평성 문제를 제기하며, 세부 연구 진행 상황 보고를 요청했다. 법안심사소위원회에서 심사한 28건 법률안을 일괄 상정·의결하고, 부족한 부분은 추후 보완할 것을 당부했다. 회의 진행과 의결 절차를 원활히 마무리하며 정부 관계자들의 협조에 감사 인사를 전했다."
422회,lawmaker,양부남,더불어민주당,국회 행정안전위원회,위원,"양부남 위원은 합의 주체를 공사와 지자체 모두 포함할 필요성과 인구감소지역에 따른 건폐율·용적률 완화 적용을 시설별로 구분할 것을 제안했다. 또한, 고향사랑 기부금 대상 확대 시 법인·단체 범위와 금액 상한 설정, 민간플랫폼 이용에 대한 행안부장관의 지도·감독 범위 한정 필요성을 강조했다. 재정 건전성과 지방자치 자율성 균형을 위해 의무화 기준 상향과 형평성 확보를 위한 수정안을 지지했다."
422회,lawmaker,위성곤,더불어민주당,국회 행정안전위원회,위원,"위성곤 의원은 신재생에너지 사업 범위 확대와 지방공기업의 구체적 발전사업 참여 필요성을 지적하며, 국가의 적극적 지원과 책임 명시를 요청했다. 또한 인구감소지역 정책에 대해 지방자치단체의 자율적 세제 감면 권한 부여와 도시 관리비용 절감 방안 마련을 강조했다."
422회,lawmaker,윤건영,더불어민주당,국회 행정안전위원회,소위원장,"윤건영 위원은 부산 특별법에 대해 민주당은 반대하지 않으며 여야 협의를 통한 지역 발전과 균형발전을 강조했다. 여러 법안 심사 과정에서 쟁점 법안은 보류하거나 심도 있는 논의를 위해 다음 소위로 넘기고, 인구감소지역 지원법 일부 조항은 정부와 위원 간 조율 후 수정 의결했다. 회의 진행과 질서 유지에 집중하며 법안 심사와 의결을 마무리했다."
422회,lawmaker,이달희,국민의힘,국회 행정안전위원회,위원,"이달희 위원은 대구경북신공항 특별법과 내항 여객운송 지원의 필요성을 강조하며, 출자 타당성조사는 예비타당성조사로 대체할 것을 제안했다. 인구감소지역의 안전 문제와 의료·문화 인프라 확충, 고향사랑 기부금 제도의 개선 필요성도 지적했다. 또한, 마을기업 육성과 지역 특산품 활성화를 위한 법적 지원과 지자체 협력의 중요성을 강조했다."
422회,lawmaker,이만희,국민의힘,국회 행정안전위원회,위원,"이만희 의원은 서울-세종 고속도로 교량 붕괴로 8명이 매몰된 안전사고 속보를 언급하며, 소방청 관계자들이 신속히 현장으로 출동할 수 있도록 회의를 조기 종료하거나 먼저 퇴장할 것을 요청했다."
422회,unknown,이호영,,,경찰청장직무대행,"이호영 차장은 약물운전 관련 법령(화학물질관리법, 마약류관리법, 도로교통법 시행규칙 등)의 약물 정의와 규제 범위를 설명하며, 약물 종류가 다양해 법령 개정 필요성을 인정했다. 약물운전 처벌 강화와 측정 권한 부여를 포함한 도로교통법 개정에 감사하며, 실효적 단속을 위한 하위 법령 마련에 최선을 다하겠다고 밝혔다."
422회,lawmaker,조은희,국민의힘,국회 행정안전위원회,소위원장,"조은희 위원은 재난안전법, 도로교통법 등 14건 법률안 심사 결과를 보고하며, 다중운집인파사고 예방 강화, 약물운전 처벌 강화, 소방공무원 복지위원회 민간위원 확대 등 주요 대안을 제안했다. 일부 법안은 통합 조정 및 수정 의결되었으며, 국립소방병원 이사회 당연직 이사 수 조정도 포함됐다. 자세한 내용은 배부 자료를 참고해 달라고 요청했다."
422회,lawmaker,조은희,국민의힘,국회 행정안전위원회,위원,"조은희 의원은 소방청의 1000만 원 보상 예산이 부족하다고 지적하며, 지방자치단체가 보상 업무를 담당할 수 있도록 법 개정을 요청했다. 지방자치단체가 더 여유 있는 예산을 운용할 수 있다고 강조했다. 소방청장에게 관련 의견을 질의할 예정임을 밝혔다."
422회,government,허석곤,,소방,청장,"허석곤은 소방기본법에 따른 손실보상 예산이 지방자치단체에 편성되어 있으며, 광주시는 1000만 원 예산으로 800만 원 청구 건을 충분히 보상 가능하다고 설명했다. 소방청은 피해 방지에 지속 관심을 약속했고, 최근 소방공무원 복지법 개정안과 국립소방병원 운영법 개정안 의결에 감사와 후속조치 의지를 표명했다."
422회,lawmaker,신정훈,더불어민주당,국회 행정안전위원회,위원장,"신정훈 위원은 인구감소지역 지원 특별법의 적용 범위와 형평성 문제를 제기하며, 세부 연구 진행 상황 보고를 요청했다. 법안심사소위원회에서 심사한 28건 법률안을 일괄 상정·의결하고, 부족한 부분은 추후 보완할 것을 당부했다. 회의 진행과 의결 절차를 원활히 마무리하며 정부 관계자들의 협조에 감사 인사를 전했다."
422회,lawmaker,용혜인,기본소득당,국회 행정안전위원회,위원,용혜인은 증인·참고인 채택 논의가 현재 진행 중인지 확인하며 절차를 문의했다.
423회,unknown,김대웅,,,중앙선거관리위원회위원후보자,"김대웅 후보자는 32년 법관 경력을 바탕으로 중앙선거관리위원회 위원으로서 공정성과 중립성을 지키며 국민 신뢰 회복에 최선을 다하겠다고 강조했다. 최근 선거관리 의혹과 채용비리 문제를 인지하고 개선 의지를 표명했으며, 부정선거 의혹에 대해서는 대법원 판결을 근거로 부인했다. 청문회에서 받은 조언을 겸허히 수용하며 선거관리의 투명성과 공정성을 강화할 것을 약속했다."
423회,lawmaker,김성회,더불어민주당,국회 행정안전위원회,위원,"김성회 의원은 선관위 채용 비위에 대해 법적 징계와 임용 취소가 필요하다고 지적하며, 선관위의 직무 배제 조치가 미흡하다고 비판했다. 또한 부정선거 음모론에 대해 과학적·법적 근거로 반박하며, 부정선거 주장을 단호히 대응할 것을 촉구했다. 마지막으로 선관위에 대한 감시 강화와 체계적 관리 필요성을 강조했다."
423회,witness,김용빈,,,참고인,"김용빈은 채용비리 관련 법적 절차 준수를 강조하며, 비리 연루자 대기발령 조치와 내부 개선 방안을 검토 중임을 밝혔다. 선거관리위원회 제도 개선과 외부 감사 도입 필요성에 공감하면서도 법리적 한계를 설명했고, 국민 신뢰 회복과 투명성 강화를 위해 노력하겠다고 밝혔다."
423회,lawmaker,김종양,국민의힘,국회 행정안전위원회,위원,"김종양 위원은 중앙선관위 후보자 김대웅에게 선관위 비리와 신뢰 회복, 재판절차 공정성 문제를 집중 질의하며 엄정한 관리와 신속한 재판 진행을 촉구했다. 또한 감사원 감사 결과에 따른 엄정한 징계와 형사처벌 필요성을 강조하고, 부정선거 의혹 해소를 위한 선관위의 적극적 노력을 요청했다."
423회,lawmaker,모경종,더불어민주당,국회 행정안전위원회,위원,"모경종 의원은 선관위의 채용비리와 가족·친인척 특혜 문제를 집중 지적하며 조직 신뢰 회복과 뼈를 깎는 개혁 의지를 촉구했다. 부정선거 음모론 확산의 근본 원인으로 선관위의 부실 관리를 꼽으며, 후보자에게 채용비리 근절과 국민 신뢰 회복 방안을 요구했다. 또한, 부정선거 관련 허위정보에 대한 팩트체크를 강조하며 엄정 대응을 주문했다."
423회,lawmaker,박정현,더불어민주당,국회 행정안전위원회,위원,"박정현 위원은 중앙선거관리위원 후보에게 극우 세력의 부정선거 음모론에 단호히 대응하고 선관위 인사비리 근절을 촉구했으며, 한국의 민주주의 지수 하락과 공무원의 정치 기본권 제한 문제를 지적했다. 또한 재외선거 준비 강화와 부정선거 논란 완전 해소를 요청했다."
423회,witness,박찬진,,,증인,"박찬진은 자녀 채용 과정에 관여하지 않았으며, 감사원 감사 결과 절차적 문제는 있었지만 본인이 영향력을 행사한 사실은 없다고 부인했다. 보직 배제된 상태임을 밝히고 공정성 확보를 위해 고민 중이라고 답변했다."
423회,lawmaker,배준영,국민의힘,국회 행정안전위원회,위원,"배준영 위원은 중앙선관위의 총체적 인사비리와 부실 관리를 강하게 비판하며, 특별감사관 제도 도입, 사무총장 인사청문회 실시 등 선관위 개혁을 촉구했다. 또한 감사원 감사 결과와 법적 쟁점, 선관위의 공정성 회복 필요성을 강조하며 국회의 적극적 역할을 요청했다."
423회,witness,송봉섭,,,증인,"송봉섭은 단양군선관위 방문 사실을 언급하며, 해당 사안에 대한 결정 권한이 자신에게 없음을 밝혔다."
423회,lawmaker,신정훈,더불어민주당,국회 행정안전위원회,위원장,"신정훈 위원장은 중앙선거관리위원회 위원 후보자 인사청문회를 국민 시각에서 공정하고 책임 있게 진행할 것을 강조하며, 선관위의 부정·비리 문제는 엄중히 경계하되 기관의 헌법적 책무 훼손은 반대한다고 밝혔다. 또한 여야 간사 협의를 통해 선관위 및 경찰청 현안 질의 일정을 조율하고, 후보자의 전문성과 도덕성 검증에 집중할 것을 요청했다. 청문회 후 인사청문경과보고서 채택을 원만히 마무리하며 관련 서면질의 답변 제출을 당부했다."
423회,lawmaker,양부남,더불어민주당,국회 행정안전위원회,위원,"양부남 위원은 중앙선관위의 정치적 표현 자유 해석이 일관성 없고 현실을 반영하지 못한다고 지적하며, 채용비리와 근무 기강 문제로 인한 신뢰 저하를 우려했다. 또한 부정선거 의혹 시 군 동원은 부적절하며, 법치주의와 헌법기관 존중에 대한 후보자의 명확한 소신을 요구했다."
423회,lawmaker,용혜인,기본소득당,국회 행정안전위원회,위원,"용혜인은 행위 유형 허위사실공표죄가 고의 입증이 어려워 정치적 남용 우려가 크고, 대통령선거에서 법 적용의 불공정성이 심각하다고 지적하며 제도개선을 요청했다. 또한, 선관위가 불공정 여론조사 문항과 부실 여론조사 기관에 대해 엄중 대처하지 않아 여론 조작 위험이 커졌다고 비판하며 등록 요건 강화와 상시 점검을 요구했다."
423회,lawmaker,위성곤,더불어민주당,국회 행정안전위원회,위원,"위성곤 위원은 내란 사태 관련 극우 세력의 헌법기관 공격과 선관위 침탈을 무법천지 및 파시스트 행위로 규정하며, 선관위 채용비리 엄벌과 조직 개편, 법치주의 수호를 촉구했다. 또한, 선거 여론조사의 편파성과 조작 문제를 지적하며 선관위의 적극적 감시와 제도 개선을 요구했다."
423회,lawmaker,윤건영,더불어민주당,국회 행정안전위원회,위원,"윤건영 의원은 선관위 채용비리뿐 아니라 경찰과 소방청의 보은·알박기 인사, 마약 수사 지연 의혹 등도 함께 철저히 조사할 것을 촉구하며, 선관위의 내부 짬짜미와 제보 묵살 문제를 지적했다. 또한 부정선거 음모론에 대해 단호히 대응하고 선관위의 정의롭고 공정한 역할 수행을 강조했다. 마지막으로 선관위 제도 개선과 엄정한 일벌백계 필요성을 요청했다."
423회,lawmaker,윤건영,더불어민주당,국회 행정안전위원회,위원장대리,"윤건영은 회의 진행 중 질의 순서 조정과 마무리를 요청하며, 간사 협의를 통한 진행을 강조했다. 여러 위원들의 질의와 수고에 대해 예의를 표했다. 별도의 쟁점이나 문제제기는 없었다."
423회,lawmaker,이광희,더불어민주당,국회 행정안전위원회,위원,"이광희 위원은 회의 중 상대방의 호칭 문제로 갈등을 제기하며, 부정선거 의혹과 선거관리시스템의 조작 가능성에 대해 후보자에게 구체적 답변을 요구했다. 또한 허위정보 확산과 부정선거 음모론에 대한 선관위의 강력한 대처와 조치를 촉구했다."
423회,lawmaker,이달희,국민의힘,국회 행정안전위원회,위원,"이달희 위원은 중앙선관위 채용비리와 고위직 특혜, 선거관리위원회의 공직 소명의식 부족 문제를 지적하며, 국민 불신 해소를 위해 선관위 서버에 대한 전문가 검증과 사이버보안 강화, 홍보 업무 개선을 강력히 요청했다. 또한 선거 절차 공정성 확보와 사회적 갈등 비용 감소를 위해 철저한 관리와 투명성을 강조했다."
423회,lawmaker,이만희,국민의힘,국회 행정안전위원회,위원,"이만희 위원은 선관위 채용비리 및 허위자료 제출 의혹에 대해 엄중히 문제제기하며, 선관위원장과 사무총장의 출석 및 책임 있는 답변을 촉구했다. 또한 선관위의 자체 개혁과 감사원 감사 수용 필요성을 강조하며, 국민 신뢰 회복을 위한 투명하고 공정한 선거관리 체계 구축을 요청했다. 헌재와 법원에 대한 국민 불신 문제도 함께 지적하며 후보자의 적극적 역할을 당부했다."
423회,lawmaker,이상식,더불어민주당,국회 행정안전위원회,위원,"이상식 위원은 부정선거 주장이 객관적 증거 없이 선거 무효 소송에서 모두 기각된 점을 지적하며, 윤 대통령과 국민의힘의 태도 변화와 허위 선거부정론을 비판했다. 또한 선관위 채용비리 문제와 헌재 판결을 언급하며, 선관위가 독립성과 도덕성을 회복해야 한다고 강조했다."
423회,lawmaker,이성권,국민의힘,국회 행정안전위원회,위원,"이성권 위원은 선거관리위원회의 반복된 인사 채용 비리와 보안 문제, 자체 개혁의 한계 및 국민 신뢰 저하를 지적하며 외부 감사와 특별감찰관제 도입 필요성을 강조했다. 또한 사전투표의 관리 부실과 비용 대비 투표율 상승 효과 미미를 들어 사전투표제 폐지 및 본투표 기간 연장 검토를 요청했다."
423회,lawmaker,이해식,더불어민주당,국회 행정안전위원회,위원,이해식 위원은 후보자의 위장전입 및 다운계약서 작성 등 법 위반 행위와 선관위 채용비리 문제를 지적하며 엄정한 대책과 공식 사과를 요구했다. 또한 헌법재판소 결정 불이행 사례를 들어 권한대행의 위헌 행위를 비판하며 즉각적인 임명을 촉구했다.
423회,witness,장병호,,,참고인,"장병호는 국정원의 보안 적용 상태에서의 해킹 시도 및 악성코드 감염 사례(1건)를 확인했으며, 외부 상용 메일 무단 열람(8건)도 국정원과 공유된 사실임을 설명했다. 선관위는 서버와 PC 정보를 모두 제공했고, 점검을 위해 일부 보안 시스템을 해제한 상태로 진행했다고 밝혔다. 또한, 비트엔이 프로그램 위탁운영 업체임을 확인했다."
423회,lawmaker,정춘생,조국혁신당,국회 행정안전위원회,위원,"정춘생 위원은 12·3 비상계엄 사태를 내란으로 규정하며 후보자의 명확한 입장 표명을 요구하고, 부정선거 음모론에 대한 선관위의 단호한 대응과 법적 근거 마련을 촉구했다. 또한, 선관위 사무총장의 특정 정당 출마 문제와 선거방송심의위원회의 편파성 문제를 지적하며, 선거관리의 공정성과 독립성 강화를 강조했다. 마지막으로, 정치자금법 개정을 통해 다원적 정치 환경에 맞는 정당 보조금 배분 개선을 요청했다."
423회,lawmaker,조승환,국민의힘,국회 행정안전위원회,위원,"조승환 위원은 선거관리위원회의 헌법기관 지위와 감사원 감사 배제 문제에 대해 법리적 해석과 국회 논의를 근거로 제도적 개혁 필요성을 강조했다. 또한 선관위의 무소불위 권한과 채용비리, 자체감사 부실 문제를 지적하며 외부 독립 감사위원회 설치 및 시군구 선관위 유지 여부 재검토를 요청했다. 마지막으로 재판 중인 내란 사건에 대한 고등법원장의 신중한 입장 표명을 요구했다."
423회,lawmaker,조은희,국민의힘,국회 행정안전위원회,위원,"조은희 위원은 선관위 채용비리와 내부 비리 문제를 집중 지적하며, 현안질의를 선관위와 경찰·소방청으로 분리해 진행할 것을 요청했다. 또한 선관위의 짬짜미 인사, 솜방망이 징계, 무능한 조직 운영과 외부 감사 회피 문제를 비판하며 철저한 개혁과 책임자 사퇴를 촉구했다."
423회,lawmaker,채현일,더불어민주당,국회 행정안전위원회,위원,"채현일 위원은 부정선거 음모론과 사전투표 폐지 주장에 대해 명확히 부정하며, 대한민국 선거의 공정성과 투명성을 강조했다. 또한 선관위 내 자녀 특혜 채용 문제로 인한 신뢰 훼손을 지적하며, 헌정질서 수호와 국민 신뢰 회복을 위한 단호한 자세를 요구했다."
423회,lawmaker,한병도,더불어민주당,국회 행정안전위원회,위원,"한병도 위원은 민주당이 선관위 채용비리 엄정 대응에 합의했으며, 부정선거론 확산과 가짜뉴스 문제에 대해 선관위가 적극적이고 공세적으로 신뢰 회복 노력을 해야 한다고 강조했다. 또한, 선관위에 대한 압수수색 불가 주장과 계엄군 투입 시도는 위헌·위법이라 지적하며, 여야 간 협의를 통해 신속한 문제 해결을 촉구했다."
424회,unknown,고기동,,,행정안전부장관직무대행,"고기동 차관은 산불 피해 복구를 위한 1.4조 추경과 6600억 행안부 예산 반영, 임시 조립주택 신속 공급 및 지원 단가 인상 등을 설명하며, 재난 대응과 지방 경제 활성화를 위한 규제 완화와 예산 집행 노력을 강조했다. 대통령기록물 관리, 민방위법 시행 준비, 피해자 지원 미흡 문제에 대해선 보완과 협의를 약속했다. 산불 진화와 예방 대책 마련, 인사 관련 법령 준수 등도 언급했다."
424회,government,김병찬,,경찰청수사,국장,"김병찬은 안보수사국 특별수사단이 내란 선동 혐의 관련 수사를 독립적으로 진행 중이며, 95명 구속과 여러 차례 압수수색이 이뤄졌다고 설명했다. 구체적 수사 내용과 인과관계는 아직 확인 중이라 직접 언급하기 어렵다고 밝혔다. 그는 수사 결과만 보고받고 있으며, 특별수사단의 노력과 진행 상황을 신뢰해 달라고 요청했다."
424회,lawmaker,김성회,더불어민주당,국회 행정안전위원회,위원,"김성회 의원은 진상규명위원회의 군경 사건 처리율이 낮고 편향적이라며, 위원장과 일부 위원들의 편향된 역사 인식과 부적절한 발언을 강하게 비판했다. 특히 5·18 민주화운동에 북한군 개입 의혹 발언을 문제 삼으며 위원장의 역사 인식 부재를 지적했다. 진화위의 공정성과 존재 이유에 대한 근본적 의문을 제기했다."
424회,government,김용빈,,중앙선거관리위원회,사무총장,"김용빈은 사전투표 신뢰성 문제 해결을 위해 시간대별 투표 현황 실시간 공개와 사전투표증 등 오프라인 증거 도입을 검토 중이나, 법률 개정이 필요하다고 설명했다. 선거관리 권한은 선거관리위원회에 있으며 대통령이나 행안부에 넘길 수 없고, 부정선거 의혹 대응과 시스템 보완에 최선을 다하고 있다고 밝혔다. 또한, 대선 급박으로 인력 부족과 재외국민 관리 문제도 함께 고려해야 한다고 언급했다."
424회,lawmaker,김종양,국민의힘,국회 행정안전위원회,위원,"김종양 위원은 위원장의 자의적 퇴장 명령과 독재적 의사진행 운영을 강하게 비판하며, 퇴장 명령 철회와 정상적 회의 진행을 촉구했다. 또한, 최근 대형 산불 진압 현장에 첨단 소방장비 도입이 미흡함을 지적하며, 소방장비 연구개발과 법적 지원 강화 필요성을 강조했다."
424회,lawmaker,모경종,더불어민주당,국회 행정안전위원회,위원,"모경종 의원은 대통령기록물 관리의 투명성과 독립성 확보를 강력히 요구하며, 현 대통령기록관의 책임감 부족과 기록 누락 우려를 지적했다. 또한, 신설 지방자치단체의 재정 지원 부족과 지방의회 임시회 소집권 불명확 문제에 대해 행안부의 적극적 입법 지원과 대책 마련을 촉구했다."
424회,government,박선영,,진실·화해를위한과거사정리,위원장,"박선영 위원은 5개월간 위원회 활동과 사건 처리 현황을 설명하며, 군경 희생 사건과 적대세력 희생 사건의 통계 차이와 입증 어려움을 언급했다. 5·18 관련 논란에 대해선 북한군 개입 여부 등은 모른다고 일관되게 답변했으며, 국회법상 참고인 강제 퇴장 권한이 위원장에게 없음을 강조하며 불법 퇴장 명령에 반발했다."
424회,lawmaker,박정현,더불어민주당,국회 행정안전위원회,위원,"박정현 위원은 행안부가 지역화폐 예산 반영에 소극적이라 자영업자 위기 극복에 미흡하다고 비판하며, 추경에서 지역화폐 예산 증액을 요청했다. 또한, 홍준표 관련 여론조사 비용 대납 및 불법 여론조사 의혹에 대한 신속하고 철저한 수사를 촉구했다. 아울러 내란 수사 방해 및 경찰 수사 의지 부족을 강하게 문제 삼으며 관련자 구속 수사를 요구했다."
424회,lawmaker,배준영,국민의힘,국회 행정안전위원회,위원,"배준영 의원은 대통령선거를 앞둔 사이버 공격 피해와 경찰 수사 상황을 점검하며, 중앙선관위 및 시도선관위에 대한 국정감사 필요성과 법령 개정을 통한 감사 범위 확대를 요청했다. 또한 북한의 소음 공격 피해에 대한 정부의 적극적 대응과 지원 근거 마련을 촉구했다. 회의 진행 과정에서 의사진행 절차 문제와 편파적 운영에 대한 불만도 표출했다."
424회,government,송기춘,,10·29이태원참사진상규명과재발방지를위한특별조사,위원장,송기춘은 2월 초 위원회 심의를 거쳐 대통령실에 사무처장 임명 명단을 제출했으나 아직 임명이 이루어지지 않은 점을 지적했다. 유족과 사회가 참사 진상 규명을 조속히 원하지만 임명 지연이 부정적 환경을 조성한다고 비판했다. 대통령실에 임명 필요성과 요구를 지속적으로 전달하고 있다고 밝혔다.
424회,lawmaker,신정훈,더불어민주당,국회 행정안전위원회,위원장,"신정훈 위원은 영남권 산불 피해 추경안이 지원 범위와 규모에서 한계가 있어 경제활동 기반 복구를 포함한 지원 확대 필요성을 강조하며, 정부의 적극적 협조와 신속한 재정 조치를 요청했다. 또한 광주민주화운동 관련 망언을 강력히 비판하고 내란 범죄 수사에 대해 경찰의 엄정한 대응을 촉구했다. 마지막으로 대통령기록물 관리의 엄정함과 관련 기관의 신속한 서면답변 제출을 당부했다."
424회,lawmaker,양부남,더불어민주당,국회 행정안전위원회,위원,"양부남 의원은 대통령기록관장 후보자 임명 절차의 투명성 확보를 위해 관련 자료 제출을 요구하며, 경찰이 국민의 경찰로서 정치적 중립을 선언하고 비상계엄 동원 불가 입장문 발표를 촉구했다. 또한, 최근 경찰의 야당 의원 폭행 사례 증가와 김건희 씨 관련 수사 지연에 대해 강한 문제 제기와 출국금지 조치 요구를 했다."
424회,government,연원정,,인사혁신,처장,"연원정은 인사처가 고공단 역량평가를 완료해 결과를 해당 기관에 통보했으며, 이후 절차는 기관 요청 시 진행된다고 설명했다. 인사 검증은 인사처 관여 사항이 아니며, 신속한 후속 절차 진행이 필요하다고 밝혔다. 새로운 정부에서 관련 논의가 있을 것으로 예상했다."
424회,lawmaker,용혜인,기본소득당,국회 행정안전위원회,위원,"용혜인은 1분기 경제성장률 하락과 민생회복지원금 미반영을 지적하며 지역사랑상품권 예산 증액과 산불 피해 복구 추경 확대를 요청했다. 또한 내란 관련 법안 조속 상정과 과거사정리법 개정, 5·18 역사 왜곡 문제에 대한 국민의힘과 진화위원장 비판을 강조했다. 공무원 과로 방지와 선거 예산 확대도 당부했다."
424회,lawmaker,위성곤,더불어민주당,국회 행정안전위원회,위원,"위성곤 위원은 추경안에 지역사랑상품권과 소규모 건설사업 예산이 빠진 점과 지자체 예산 집행률 점검 미흡을 지적하며, 특별교부세 조기 교부를 요청했다. 또한 경찰의 공익제보자 색출 및 의원실 선임보좌관 수사에 대해 국회 의정활동 방해라며 즉각 중단과 경위 보고를 요구했다. 대통령기록물과 윤석열 전 대통령 관련 의혹에 대해서도 문제 제기했다."
424회,lawmaker,윤건영,더불어민주당,국회 행정안전위원회,위원,"윤건영 의원은 이동혁 대통령기록관장의 14개월 단기 임기 및 보복 인사 논란을 지적하며, 전문성 부족과 기록물 관리 부실 문제를 비판했다. 특히 김건희 여사 관련 기록물 관리 미흡과 대통령기록물 은폐 가능성을 우려하며, 차관에게 졸속 인사 중단을 요구했다."
424회,lawmaker,윤건영,더불어민주당,국회 행정안전위원회,위원장대리,"윤건영은 회의 마무리를 요청하며 총장에게 발언을 넘겼다. 이후 이광희 위원에게 질의를 요청하고, 점심 식사로 정회를 선포했다. 회의는 오후 2시에 속개될 예정이다."
424회,lawmaker,이광희,더불어민주당,국회 행정안전위원회,위원,"이광희 의원은 윤석열 전 대통령 관저 고가 비품의 국가예산 부적절 집행 의혹에 대한 투명한 자료 공개와 검증을 요청했다. 또한, 영남 지역 산불 피해 규모 발표의 불일치와 지휘체계 부재, 국가동원령 및 예산 문제를 지적하며 대형 산불 대응을 위한 전담 조직과 예산 대책 마련을 촉구했다."
424회,lawmaker,이달희,국민의힘,국회 행정안전위원회,위원,"이달희 의원은 경북 산불 피해 이재민에 대한 긴급생계지원금 집행 지연과 행안부의 미흡한 대응을 강하게 질책하며, 현행법상 선지급 공문이 내려갔음에도 시군 집행이 안 되는 문제를 지적했다. 또한, 의사진행발언권을 거부당한 데 대해 절차적 민주주의 훼손을 문제 삼으며 국민의힘 전체에 대한 모독 발언에 대해 해명할 기회를 요구했다."
424회,unknown,이동혁,,,대통령기록관장,"이동혁 대통령기록관장은 기록물 이관 절차와 법령에 따라 관리 중이며, 특정 기록물 지정과 열람 권한은 생산기관과 법적 절차에 따름을 설명했다. 공무원 퇴직 시점과 기록물 관리 현황 점검 사실도 언급했다. 정치적 사안에 대한 답변은 곤란함을 밝혔다."
424회,lawmaker,이만희,국민의힘,국회 행정안전위원회,위원,"이만희 의원은 위원장의 일방적 회의 진행과 의사진행발언 제한을 강하게 문제제기하며 간사 간 협의와 정회 필요성을 촉구했다. 또한 산불 피해 지원의 실질적 집행과 공공일자리 마련, 지방 권한 이양 등 신속하고 구체적인 대책 마련을 요구했다. 회의 운영의 공정성과 발언 기회 보장도 강조했다."
424회,lawmaker,이상식,더불어민주당,국회 행정안전위원회,위원,"이상식 위원은 전광훈 내란 선동 혐의에 대한 경찰 수사가 미진하다며 엄정한 수사와 압수수색을 촉구하고, 경찰과 검찰의 조직 이기주의와 수사 방해를 비판했다. 내란 사건 관련자 단죄 없이는 법치주의와 민주주의 회복이 어렵다고 강조했다. 또한 경찰의 권한 행사와 자신감을 주문하며 국민 신뢰 확보를 요구했다."
424회,lawmaker,이성권,국민의힘,국회 행정안전위원회,위원,"이성권 의원은 재외국민 투표 등록률과 투표율이 매우 낮아 선관위의 관리 실태 진단과 개선을 요청했으며, 파견관 배치에도 불구하고 효과가 미흡한 점을 지적했다. 또한, 경찰청에 대공수사 초기 대응 부실 문제를 제기하며 군사기밀 유출 방지 강화를 요구했다."
424회,lawmaker,이해식,더불어민주당,국회 행정안전위원회,위원,이해식 위원은 내란 관련 대통령기록물이 15~30년 봉인될 위험과 한덕수 권한대행의 지정 권한 문제를 지적하며 행안부에 지정 금지 강력 요청을 요구했다. 또한 명태균 게이트 연루자들에 대한 신속 수사와 출국금지 조치를 경찰에 촉구했다. 마지막으로 싱크홀 사고를 재난으로 인식하고 행안부 차원의 안전관리 및 대응 계획 마련을 요청했다.
424회,unknown,이호영,,,경찰청장직무대행,"이호영 차장은 내란죄 등 중대 사건에 대해 경찰이 법과 절차에 따라 철저히 수사 중이며, 압수수색 영장 발부와 자료 제출에 대통령실·경호처의 협조가 필요하다고 설명했다. 경찰은 정치적 중립을 지키며 불법 비상계엄·쿠데타에 동조하지 않음을 강조했고, 혐의 입증 시 신속한 인사 조치를 약속했다. 수사 지휘는 국수본이 담당하며, 수사 신속성과 투명성 강화를 위해 지속 협의 중임을 밝혔다."
424회,lawmaker,정동만,국민의힘,국회 행정안전위원회,위원,"정동만은 산불 대응 실패와 주민 대피 체계 미흡, 재난문자 무용론을 지적하며 행안부의 적극적 대응과 재난 예비비 증액을 촉구했다. 또한 피해 복구 예산 집행률 저조와 임시주택 공급 지연, 노령 이재민 지원 강화 필요성을 강조했다. 정부의 신속하고 면밀한 피해 지원과 소통 강화를 요청했다."
424회,lawmaker,정춘생,조국혁신당,국회 행정안전위원회,위원,"정춘생 의원은 북한군 개입 부정 논란과 진화위원장 출석 문제를 강하게 비판하며, 3월 산불 대응의 지휘체계 분산과 비효율성을 지적했다. 소방청이 산불 진화 컨트롤타워 역할을 맡아야 하며, 헬기 임차비 국비 지원 확대와 운용체계 정비를 요청했다. 또한 재난 대응 예산 증액 반영을 촉구했다."
