회차,발언자명,발언자유형,정당,소속기관,직위,소속_직위,발화내용 요약
367회,홍문표,lawmaker,새누리당,국회 행정안전위원회,위원,,"홍문표 의원은 문재인 정부 3년차 4대 불안(안보, 경제, 건강, 사회) 문제와 경찰 부실수사, 특히 드루킹 사건과 버닝썬 사건의 경찰 책임을 지적하며 신뢰 회복을 촉구했다. 또한 미세먼지 대책의 미흡함과 4대강 보 철거 대신 지류하천 사업 등 대안 마련을 요청했다. 마지막으로 경찰 조직 개편과 자치경찰제 도입에 대한 우려도 함께 표명했다."
367회,홍익표,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"홍익표 의원은 경찰과 유흥업소 간 유착 문제, 조선일보 사주 일가 관련 경찰 수사 부실 및 감찰 필요성, 김학의 전 차관 성접대 사건의 검찰·경찰 은폐 의혹과 관련해 철저한 조사와 국회 청문회 또는 특검 추진을 요구했다. 또한 경찰발전위원회 자문기구 구성 개선과 관련 자료 제출을 요청했다."
367회,홍익표,lawmaker,더불어민주당,국회 행정안전위원회,위원장대리,,"홍익표 의원은 경찰 개혁과 인사 문제와 관련해 이진복 위원과 직접 의견을 청취해 제도 개선에 반영할 것을 당부했다. 이어 회의 진행과 질의 시간 조정, 자료 제출 요청 등 의사진행 사항을 안내했다. 마지막으로 추가 질의와 정회 계획을 설명하며 회의를 잠시 중단했다."
367회,강창일,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"강창일 의원은 선관위와 소방청의 업무보고 및 재해보상 문제, 공무원 임금체계 개선을 촉구하며, 장애인 투표 편의 증진을 위한 이동식 투표소 도입과 관련 법 개정을 요청했다. 또한 비례대표제 폐지 논란에 대해 헌법 위반 여부를 명확히 답변할 것을 요구하고, 인사혁신처의 고위공무원 재취업 사각지대 개선을 신속히 추진할 것을 강조했다."
367회,권은희,lawmaker,국민의당,국회 행정안전위원회,위원,,"권은희 의원은 조해주 상임위원이 문재인 후보 선거캠프 공명선거특보로 등재된 경위와 관련해 사실관계 확인 없이 인터넷 자료를 삭제하고 더불어민주당에 사실확인서를 요청한 점을 문제 삼았다. 또한 인사검증 과정에서 해당 의혹에 대해 해명하지 않고 은폐하려 했다고 지적하며, 청문회에서 증인 출석을 요구했다."
367회,김민기,lawmaker,더불어민주당,국회 행정안전위원회,위원,,김민기 의원은 조해주 상임위원의 공명선거특보 경력 논란과 청문회 불참 문제를 지적하며 사실관계 바로잡기를 요청했다. 또한 선거보도 심의기구의 상설화 필요성과 지자체 행정직렬 내 전문성 확보를 위한 인사제도 개선을 인사혁신처에 촉구했다.
367회,김병관,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김병관 의원은 강연희 소방경의 위험직무순직 불인정 문제와 관련해 인사혁신처의 협소한 판단을 비판하며 열린 재심을 요청했다. 또한, 중앙선관위의 A-WEB 사태 무혐의 후 감사 처분과 내부 반성 부족을 지적하며 선관위의 신뢰 회복을 촉구했다. 끝으로 창원시 소방사무 지휘권 문제 해결을 위해 관련 기관들이 시민 안전을 최우선으로 신속히 협의할 것을 당부했다."
367회,김영우,lawmaker,새누리당,국회 행정안전위원회,위원,,"김영우 위원은 조해주 위원의 선거특보 명단 등재 의혹과 중앙선관위의 공정성 문제를 지적하며, 선거관리위원회의 독립성과 중립성 확보를 촉구했다. 또한, 선거제도 개정 시 여야 협의 없이 패스트트랙을 이용하는 것에 강한 반대 입장을 표명하며, 선거구 획정 문제와 내년 총선 준비의 어려움을 우려했다."
367회,김영호,lawmaker,새누리당,국회 행정안전위원회,위원,,"김영호 의원은 대구 목욕탕 화재와 제천 화재의 유사한 문제점(스프링클러 미설치, 비상구 폐쇄 등)을 지적하며 다중이용시설 전수조사와 실효성 있는 안전관리 대책 마련을 촉구했다. 또한, 소방안전관리자의 부적절한 관리와 허위 점검 문제를 개선하고, 점검 시 사전 통보 금지 및 현장 점검 강화 필요성을 강조했다. 아울러, 강연희 소방관의 위험직무순직 인정과 PTSD 문제에 대해 인사혁신처의 적극적 관심과 지원을 요청했다."
367회,김한정,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김한정 위원은 버닝썬 클럽의 소방 안전점검 부실과 불법 개조 문제를 지적하며, 대형 유흥업소에 대한 전면적 안전점검과 불법 시설 정비를 요청했다. 또한, 비례대표제에 대한 야당의 부정적 발언을 반박하며, OECD 국가들의 비례대표제 현황과 헌법상 선거제도 규정을 근거로 위헌성 주장을 비판했다. 회의 진행 중 고압적 태도에 대한 문제제기도 함께 제기했다."
367회,박영수,government,,중앙선거관리위원회,사무총장,중앙선거관리위원회 사무총장,"박영수는 금년도 선거관리 계획과 문제점 개선 의지를 밝히며, 선거구 획정의 조속한 완료와 투표 편의 확대를 요청했다. 아울러 재외선거 공정성 강화, 사이버 선거문화 조성, 정치관계법 제도개선에 노력할 것을 강조했다. 또한, 과거 감사 결과와 선거법 해석 논란에 대해 설명하며 국회의 적극적 입법 지원을 당부했다."
367회,박완수,lawmaker,새누리당,국회 행정안전위원회,위원,,"박완수 의원은 조해주 상임위원의 선관위 임명과 연동형 비례대표제 도입의 위헌성 및 문제점을 지적하며, 선거구 획정의 차질 우려를 제기했다. 또한 창원시 소방본부의 법적 지위 무시와 소방청장의 직무유기 문제를 비판하고, 공직사회의 정치적 통제 강화로 인한 사기 저하와 제도 개선 필요성을 강조했다."
367회,소병훈,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"소병훈 위원은 선관위에 선거제도에 대한 명확한 입장 표명을 요구하며, 비례대표제 관련 왜곡된 주장에 대해 바로잡을 것을 촉구했다. 또한 인사혁신처장에게 여성 고위공무원 비율 개선 노력을 강화할 것을 요청하고, 소방청장에게는 소방시설 공사 현장의 부당한 납품 강요 문제와 고시원 안전 강화 대책 마련을 요구했다."
367회,신우용,unknown,,,중앙선거관리위원회기획조정실장,중앙선거관리위원회기획조정실장,"신우용 기획조정실장은 21대 총선 준비, 공정선거 강화, 온라인투표 시스템 확장 등 9대 중점과제를 중심으로 중앙선거관리위원회의 금년도 주요 업무계획을 보고했다. 특히 선거법 준수, 선거범죄 엄정 대응, 민주시민교육 활성화, 정보관리체계 구축, 국제협력 증진에 중점을 두었다. 선거구 획정 지연 문제와 투표 취약계층 지원 등 현안도 함께 언급했다."
367회,안상수,lawmaker,새누리당,국회 행정안전위원회,위원,,"안상수는 대통령제 국가에서 연동형 비례대표제가 시행된 사례가 없고, 도입 시 국회의원 정수 증가와 선거구 획정 문제 등 부작용과 위헌 가능성을 지적했다. 또한 비례대표제의 순기능을 인정하면서도 당 지도부의 밀실 인선과 국민 직접 선거 원칙 훼손 우려를 제기하며 신중한 판단을 요청했다."
367회,유민봉,lawmaker,국민의당,국회 행정안전위원회,위원,,유민봉 의원은 연동형 비례대표제가 대통령제와 정합성이 낮고 권역별 의석 초과 발생 등 선거 행태 왜곡 가능성을 지적하며 중앙선관위의 엄밀한 분석과 설명을 요청했다. 또한 조해주 위원의 선거캠프 활동 의혹과 선거연구원 용역 수주 과정의 이해충돌 문제를 제기하며 중앙선관위 내부 인사 투명성 강화를 요구했다. 아울러 제천 화재 사고 관련 소방공무원 책임 문제와 인사 조치에 대한 유가족의 불만을 전달하며 감봉 제도 개선 필요성도 강조했다.
367회,윤재옥,lawmaker,새누리당,국회 행정안전위원회,위원,,윤재옥 의원은 조해주 상임위원의 민주당 선거백서 등재 경위와 임명 과정의 불투명성을 문제 삼으며 국민 신뢰 회복을 촉구했다. 또한 청와대 행정관 재취업 심사의 투명성 강화와 국민 눈높이에 맞는 제도 개선을 요구했다. 대구 대보사우나 화재를 계기로 노후 건물 안전점검 강화 및 스프링클러 설치 의무화 등 특단 대책 마련을 촉구했다.
367회,이진복,lawmaker,새누리당,국회 행정안전위원회,위원,,"이진복 의원은 조해주 선관위원 임명과 관련해 의혹과 내부 문제를 지적하며 신속한 정리를 촉구했다. 소방청에선 구급대원 안전교육 강화와 화재 예방을 위한 보험사와의 협력, 제연설비 개선 및 공무원 재해보상 제도 개선을 요구했다. 또한, 지방공무원 야간 당직 문제 해결을 위해 퇴직 공무원 활용 방안 검토를 요청했다."
367회,이창림,government,,수석전문,위원,수석전문 위원,"이창림 수석전문위원은 공무원연금법, 공직자윤리법, 국가공무원법 개정안의 입법 취지와 형평성, 실무적 고려사항을 검토하며, 연금 수급권 인정 기준 보완, 명예퇴직자의 취업심사 엄격화, 보수 환수 범위 조정 필요성을 제기하였다. 각 법안은 공직자의 권리와 의무 균형, 공직기강 확립에 기여할 것으로 평가되나 세부 보완이 요구된다."
367회,이채익,lawmaker,새누리당,국회 행정안전위원회,위원,,"이채익 위원은 연동형 비례대표제가 국회의원 증원, 민심 왜곡, 공천권 남용, 위헌 소지 등 문제점을 지적하며 중앙선관위의 명확한 입장 표명을 요구했다. 또한 조해주 상임위원의 민주당 선거캠프 특보 경력과 임명 과정의 문제를 강하게 비판하며 사퇴를 촉구했다. 아울러 위험직무순직 인정 문제에 대해 인사혁신처의 전향적 판단을 요청했다."
367회,인재근,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"인재근 위원은 367회 임시회 행정안전위원회 개의 및 법률안 70건 일괄 상정과 업무보고 진행 절차를 안내했다. 중앙선관위, 인사혁신처, 소방청 업무보고와 질의응답을 실시하고, 법안은 심도 있는 심사를 위해 법안심사소위에 회부하기로 했다. 서면질의에 대한 성실한 답변 제출을 요청하며 다음 회의 일정도 공지했다."
367회,정문호,government,,소방,청장,소방 청장,"정문호 발언은 위험물 운반 자격 강화와 소방청의 조직 역량 강화, 화재 안전 대책 추진을 중심으로 국가직 소방공무원 전환 필요성을 강조하며, 다중이용업소 화재특별조사와 노후 건축물 안전관리 강화, 구급업무 위험성 인정 및 제도 개선을 요청하였다. 또한, 화재 예방과 안전 점검의 실효성 제고를 위한 제도 보완과 국민 안전 신뢰 제고를 위한 정책 추진 의지를 밝혔다."
367회,정성희,government,,전문,위원,전문 위원,"정성희 전문위원은 중앙선거관리위원회 및 소방청 소관 53건 법률안을 검토하며, 공소시효 강화와 법 문언의 명확성 제고 필요성을 지적했다. 소방 관련 법안은 전문 대응체계 구축과 시설 관리 체계 정비가 타당하나, 부처 간 역할 조정과 형평성 문제에 대한 신중한 검토가 요구된다고 밝혔다. 자세한 내용은 검토보고서를 참고할 것을 요청했다."
367회,조해주,government,,중앙선거관리위원회상임,위원,중앙선거관리위원회상임 위원,"조해주 위원은 인사청문회 지연에 대해 송구함을 표하며 중앙선관위 상임위원으로서 선거관리의 공정성과 중립성을 다짐했다. A-WEB 관련 검찰 무혐의 처분에 대해 별도 의견 표명을 하지 않으며, 인터넷상 허위 공명선거특보 경력 게시물 삭제는 사실과 달라 조치한 것이라고 설명했다. 인사 검증 과정과 직무 수행에 대해 투명성을 강조하며 사퇴 의사는 없다고 밝혔다."
367회,홍문표,lawmaker,새누리당,국회 행정안전위원회,위원,,"홍문표 의원은 조해주 상임위원의 문재인 캠프 경력 부인과 확인서 제출만으로 문제를 덮으려는 태도를 비판하며, 선거 중립 의지와 특단의 대책 마련을 촉구했다. 또한, 정년퇴임 후 7년 만에 상임위원 복귀한 사례가 선관위 관례에 맞지 않고 특수 관계 의혹이 있다고 지적했다. 아울러, 정치 은퇴자 모금 문제와 소방직 국가직 전환 시 실질적 권한 이양 부재에 대해 명확한 답변과 개선 노력을 요구했다."
367회,홍익표,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"홍익표는 2015년 중앙선관위의 연동형 비례대표제 의견이 300석 한정과 초과의석 미도입을 명확히 했으며, 헌법상 비례대표제 도입 근거와 역사적 취지를 강조했다. 또한, 위험직무순직 인정 확대와 소방관 안전 대책 마련을 촉구하고, 중앙선관위 인사 투명성 강화를 위해 위원장 선출 방식 개선과 사무총장 청문회 도입을 요청했다. 마지막으로 선관위가 2015년 제안한 권역별 비례대표제 취지에 맞춰 제도 개선에 적극 참여할 것을 당부했다."
367회,홍익표,lawmaker,더불어민주당,국회 행정안전위원회,위원장대리,,"홍익표 의원은 선관위가 CF 출연 등 선거 관련 문제를 제도적으로 명확히 할 필요가 있다고 지적하며, 내부 검토와 정치권 협의를 요청했다. 또한 회의록 공개와 열람에 대해 국회의원들이 책임감을 갖고 접근할 수 있도록 지침 마련과 열람 방안 강구를 촉구했다."
367회,황서종,unknown,,,인사혁신처장,인사혁신처장,"황서종은 공무원 채용제도 혁신, 적극행정 활성화, 공직윤리 강화 및 재해보상 제도 개선을 통해 국민 신뢰와 공직사회 전문성 제고를 추진하겠다고 밝혔다. 현장 전문가 참여 확대와 취업제한 제도 보완, 장기 재직 전문직 공무원 제도 도입 등도 검토 중임을 강조했다."
367회,鄭仁和,government,,,위원,위원,"정인화 위원은 후보자의 공정성 및 대법원장과의 관계를 묻고, 개인정보 보호법에 반하는 주민등록번호 요구 문제와 거대·소수 정당 간 이해충돌에 대한 후보자의 명확한 입장을 요청했다. 또한 농어촌 지역 대표성 약화, 거소투표 부정행위 증가, 사전선거 동원 문제, 인터넷 선거광고 제한 필요성 등 선거제도 개선과 엄정한 법 집행을 강조했다."
367회,강창일,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"강창일 의원은 중앙선거관리위원회의 공정성과 청렴성을 높이 평가하며, 가짜뉴스에 대한 사회적 합의와 상시적 대응 기준 마련을 촉구했다. 또한, 선거법상 18세 선거권 확대와 비례대표제 헌법정신 준수를 강조하며, 선관위의 원칙적이고 공정한 판단을 요청했다. 마지막으로 대법원장 측근 논란에 대해 사실관계 명확화를 요구했다."
367회,권미혁,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"권미혁 의원은 휴대전화 가상번호 비용 산정의 투명성과 중앙선관위의 조정 역할 필요성을 제기하고, 2015년 권역별 비례대표제 도입 제안 배경과 비례대표제 폐지 시 문제점을 질문했다. 또한 연동형 비례대표제 도입 시 국회의원 수 증가 주장과 권역별 비례대표제의 지역구 완화 효과에 대해 의견을 구했다. 마지막으로 ‘정치활동을 하는 자’ 개념을 두 가지 카테고리로 구분해 보다 명확한 규정 필요성을 요청했다."
367회,권은희,lawmaker,국민의당,국회 행정안전위원회,위원,,"권은희 의원은 선거 과정에서 대규모 댓글 조작과 불공정 행위가 있었음을 지적하며 중앙선관위의 공정성 관리 실패와 무책임한 태도를 문제 삼았다. 또한, 후보자 신분 전후 행위에 대한 선관위의 일관된 판단 기준 마련과 적극적인 입장 표명을 촉구했다. 후보자로서 책임 있는 대책 마련과 상임위 보고를 요청했다."
367회,김민기,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김민기 의원은 대법원장 지명으로 임명된 선거관리위원들의 중도 사퇴 문제와 임기 완수의 필요성을 지적하며, 후보자의 서면답변이 선관위 입장만을 반영해 구체성과 적극성이 부족하다고 비판했다. 특히 투표시간 연장과 선거연령 하향 등 주요 선거제도 개선에 대한 후보자의 소극적 태도를 문제 삼았다. 선관위가 정치적 합의에만 의존하지 말고 적극적인 역할을 해야 한다고 요청했다."
367회,김병관,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김병관 의원은 후보자의 드루킹 댓글 사건 관련 부적절한 답변과 입법 책임 전가 태도를 지적하며, 선관위의 중립적 권한과 명확한 소신 표명을 요구했다. 18세 투표권 제한 논리와 젊은층 투표율 저하 원인에 대한 후보자의 답변을 비판하고, 투표시간 연장 등 실질적 제도 개선 필요성을 강조했다. 또한, 사퇴자 투표용지 처리 문제와 기호 영향 완화를 위한 투표용지 발급기 도입 등 구체적 대안 마련을 촉구했다."
367회,김영우,lawmaker,새누리당,국회 행정안전위원회,위원,,"김영우는 선관위의 정치적 중립성 훼손과 자의적 잣대 적용 문제를 지적하며, 드루킹 댓글 조작 사건에 대한 선관위의 미온적 대응을 비판했다. 또한, 최근 4당 합의의 복잡한 연동형 비례대표제 도입에 대해 국민 이해와 선관위 관리 가능성에 우려를 표명했다. 이에 대해 선관위가 명확한 기준 마련과 적극적 대처를 요청했다."
367회,김영호,lawmaker,새누리당,국회 행정안전위원회,위원,,"김영호 의원은 후보자의 청문회 준비 부담과 중앙선관위원 수락 이유를 질문하고, 선거법 해석 통일과 후보자 지원 강화 필요성을 제기했다. 또한 자녀 교육과 가짜뉴스 문제에 대해 언급하며, 가짜뉴스 단속 강화 및 대책 마련을 요청했다."
367회,김창보,unknown,,,중앙선거관리위원회위원후보자,중앙선거관리위원회위원후보자,"김창보 후보는 30년간 법관으로서 쌓은 공정성과 중립성을 바탕으로 중앙선거관리위원회 위원으로서 선거의 공정한 관리와 국민 신뢰 확보에 최선을 다할 것을 약속했다. 선거 현안과 제도 개선 필요성에 공감하며, 미진한 부분은 겸허히 수용하고 개선하겠다고 밝혔다. 정치적 중립성과 법과 양심에 따른 업무 수행 의지를 강조했다."
367회,김한정,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김한정 위원은 가짜뉴스가 민주주의와 공정선거를 심각하게 위협하며, 특히 온라인에서 조직적으로 유포되고 있음에도 불구하고 적발된 사례 중 고작 2%만이 실질적 조치를 받는 현실을 문제 삼았다. 그는 선관위가 이러한 심각성을 인지하고 보다 강력하고 실효성 있는 대응책을 마련할 것을 촉구했다. 또한, 특정 허위 주장과 반민주적 선동이 국민 판단을 흐리게 하는 사례들을 구체적으로 제시하며 대책 마련을 요구했다."
367회,박완수,lawmaker,새누리당,국회 행정안전위원회,위원,,"박완수 의원은 선관위원 후보자의 정치적 중립성과 정부 여당의 사법부 압박 문제를 지적하며, 선관위의 독립성과 공정성에 대한 국민적 우려를 표명했다. 또한 비상임 선거관리위원의 역할과 제도 개선 필요성을 강조하며 후보자의 업무 열정과 중립성 확보를 촉구했다."
367회,소병훈,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"소병훈 위원은 중앙선관위가 선거 전문기관으로서 투표시간 연장, 선거연령 인하, 선거사무원 수당 현실화 등 주요 입법과제에 대해 적극적 의견 제시와 연구를 요청했다. 또한 사전투표소 접근성 개선과 후보자 질의에 대한 일관된 답변 시스템 구축을 강조하며, 선관위의 독립적 역할 강화를 촉구했다."
367회,안상수,lawmaker,새누리당,국회 행정안전위원회,위원,,"안상수 의원은 연동형 비례대표제가 민의를 왜곡하고 위헌 소지가 있으며, 독일과 알바니아 사례를 들어 부작용을 지적했다. 또한 지역구 축소로 인한 의석 변동이 크고, 패스트트랙 통과가 어려울 것으로 예상했다. 마지막으로 여당이 정권 연장을 위해 야 3당을 이용하는 것 아니냐는 우려를 표명했다."
367회,유민봉,lawmaker,국민의당,국회 행정안전위원회,위원,,"유민봉 위원은 선거관리위원회의 유권해석 일관성 부족과 하급 선관위 관리 감독 강화 필요를 지적하며, 공무원 정치활동과 노동조합 결성에 신중한 입장을 물었다. 또한, 후보자의 2015년 네팔 여성 성범죄 2심 판결에 대한 소명 요청과 디지털성범죄 관련 법안 의견 유지 여부를 질의했다."
367회,윤재옥,lawmaker,새누리당,국회 행정안전위원회,위원,,"윤재옥 의원은 김창보 후보자의 법원행정처 차장 경력과 김명수 대법원장과의 관계를 문제 삼으며, 선거관리위원의 정치적 중립성 확보와 퇴직 후 선거캠프 참여 제한 등 제도적 장치 마련을 요청했다. 또한 선거연령 인하 입장 명확화, 연동형 비례대표제의 표 등가성 문제, 지구당 부활에 대한 의견, 그리고 유튜브 방송을 통한 정치자금 모금과 선관위 유권해석의 모호성 및 악용 가능성에 대한 대책 마련을 요구했다."
367회,이진복,lawmaker,새누리당,국회 행정안전위원회,위원,,"이진복 의원은 선거관리위원회의 유권해석이 불명확해 정치신인들이 기소 등 피해를 입는 사례가 빈번하며, 현수막 불법 게첩 문제에 대한 법적 정비와 형평성 확보가 필요하다고 지적했다. 또한 가짜뉴스 고발로 인한 무고 피해에 대한 국가 배상 제도 도입을 요청하며, 인사청문회 종합평가서에 중요한 쟁점들이 누락된 점을 비판했다."
367회,이창림,government,,수석전문,위원,수석전문 위원,"이창림 발언은 단순한 동의 표현으로, 별도의 쟁점이나 문제제기, 설명, 요청사항이 포함되어 있지 않다."
367회,이채익,lawmaker,새누리당,국회 행정안전위원회,위원,,이채익 위원은 울산 지방선거 전 경찰의 강압적 수사와 무혐의 처리에 따른 선거 불공정 문제를 지적하며 해당 경찰청장 국회 출석과 해임 촉구를 요청했다. 또한 북미정상회담 일정과 사전투표제도의 신뢰성 문제를 제기하며 중앙선관위의 투명한 관리와 공정성 확보를 요구했다. 김창보 후보자의 중앙선관위원 자격에 대해 공정성 의문을 표하며 소신 있는 답변과 공식 입장 표명을 촉구했다.
367회,인재근,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"인재근 위원은 행정안전부장관 진영 후보자와 중앙선거관리위원회 김창보 후보자에 대한 인사청문회 실시계획서 채택, 자료제출 요구, 질의응답 절차 등을 안내하고 진행하였다. 청문회 과정에서 위원들의 질의와 후보자의 답변을 충실히 진행하며 경과보고서 채택까지 마무리하였다. 후보자들에게 성실한 답변과 공정한 업무 수행을 당부하였다."
367회,홍문표,lawmaker,새누리당,국회 행정안전위원회,위원,,"홍문표 의원은 후보자의 명확한 답변을 촉구하며, 울산 선거 관련 부당한 수사와 무죄 판결에도 불구하고 발생한 피해에 대해 정의 실현과 선관위의 적극적 조치를 요구했다. 또한, 선거법 위반 후보 및 정당에 대한 엄격한 책임 부과, 선관위 업무 과중과 순직 문제 해결, 투표소 접근성 개선 및 낙하산 공천 문제에 대한 제도적 개선을 요청했다."
367회,홍익표,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"홍익표는 선거법 해석의 혼란과 불투명성을 지적하며 네거티브 규제로의 전환 필요성을 강조하고, 선거연령 인하 및 피선거권 연령 일치 검토를 요청했다. 또한 SNS 가짜뉴스 규제 등 변화하는 선거 환경에 맞춰 자유로운 선거활동 보장과 국가권력 중심의 규제 강화가 필요하다고 주장했다. 이에 선관위 차원의 연구위원회 구성과 정치권의 적극적 검토를 제안했다."
367회,홍익표,lawmaker,더불어민주당,국회 행정안전위원회,위원장대리,,"홍익표 의원은 선거법상 정치활동과 기부행위 제한 취지에 대해 설명하며, 출마 가능성 있는 사람에 대한 사후 제도적 보완 필요성을 강조했다. 특히 ‘홍카콜라’ 등 사례를 들어 선관위가 출마 여부 판단 후에도 투명한 방어장치를 마련해야 한다고 요청했다. 이에 선관위의 제도 개선 검토를 촉구하며 회의를 정회했다."
367회,인재근,lawmaker,더불어민주당,국회 행정안전위원회,위원장,,"인재근은 제367회 임시회 행정안전위원회 개의를 선언하고, 행정안전부장관 후보자 진영에 대한 인사청문회 증인 5명의 출석요구 건을 상정하여 가결했다. 인사청문회법에 따라 출석요구는 5일 전까지 송달되어야 함을 설명했다. 다음 회의는 3월 27일 오전 10시에 인사청문회를 실시하기로 하고 산회를 선포했다."
367회,鄭仁和,government,,,위원,위원,"정인화 위원은 행안부장관 후보자의 지방생활 경험 부족과 지방재정 불균형 문제를 지적하며, 균특예산 폐지에 따른 대책 마련과 지방소비세 선배분 필요성을 강조했다. 또한 여순사건 특별법 통과 지원과 섬진강 유역환경청 설립 등 지역 현안 해결 의지를 촉구했다. 후보자의 명확한 입장 표명과 적극적 협조를 요청했다."
367회,강창일,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"강창일 위원은 후보자의 결점 없음과 소신 있는 자세를 평가하며, 지방분권 실질화와 과거사 진상규명, 국가기록원 제주 분원 설치 등 역사·기록 보존 강화 필요를 강조했다. 또한 강정마을 주민 의견 수렴, 행안부 내 이원화된 관리체계 개선, 지방 인구감소 대응 및 중복감사 해소를 요청했다."
367회,권미혁,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"권미혁 의원은 버닝썬 사건을 사회 1% 카르텔의 성폭력문화 문제로 규정하며 근본적 제도개선과 철저한 수사를 요청했다. 미세먼지 재난 대응체계의 기준 마련과 지자체 인력 부족 문제 해결, 소방청 조직 및 인력 강화 필요성도 강조했다. 또한 행안부의 성인지 감수성 부족과 성별영향분석평가 미실시 문제를 지적하며 개선을 촉구했다."
367회,권은희,lawmaker,국민의당,국회 행정안전위원회,위원,,"권은희 의원은 후보자의 용산 개발 투기와 관련한 시세차익, 후원금 수수, 의정활동 간 이해충돌 의혹을 제기하며 정치적 책임을 촉구했다. 또한 안전 관련 낙하산 인사 문제와 공무원 증원 절차 미비를 지적하며 후보자의 소신과 철저한 관리 필요성을 강조했다. 고위공직자비리수사처 설치에 대한 후보자의 입장과 법적 설계에 대한 명확한 답변도 요구했다."
367회,김민기,lawmaker,더불어민주당,국회 행정안전위원회,위원,,김민기 의원은 고령운전자 증가와 치매 환자의 운전 문제에 대한 통합적 대책 부재를 지적하며 행정안전부장관의 컨트롤타워 역할 강화를 요청했다. 또한 경찰청과 소방청에 대한 장악력 부족과 권력기관 비호 문제를 비판하며 장관의 강력한 의지를 촉구했다. 마지막으로 공무원 정년 연장 등 사회적 합의 필요성도 제기했다.
367회,김병관,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김병관 의원은 지방자치법 개정과 특례시 지정이 지방 내 균형발전과 권한 분배에 미흡하다며 개선을 요청했고, 미세먼지 대책에 중앙과 지방정부 협력 강화와 예방 중심 정책 필요성을 강조했다. 또한, 정치자금법 집행과 어린이 통학로 안전 문제에 대한 세밀한 관리와 행안부의 적극적 역할을 주문했다. 포항 지진 관련해 철저한 진상규명과 피해 주민 지원, 재발 방지 제도 개선을 촉구했다."
367회,김영우,lawmaker,새누리당,국회 행정안전위원회,위원,,"김영우 위원은 후보자의 부동산 개발이익과 은행 대출 관련 불명확한 답변, 문재인 정부 국정철학과 대북정책에 대한 입장 불분명, 김원봉 서훈 문제 및 사법부 정치화 우려, 대통령 가족 의혹에 대한 무대응을 강하게 문제제기하며 행안부장관 후보로서 자격과 소신을 의심했다."
367회,김영호,lawmaker,새누리당,국회 행정안전위원회,위원,,"김영호 의원은 후보자의 두 정부 장관 임명 배경과 소신 행정을 평가하며, 포항 지열발전소 지진 관련 가짜뉴스와 안전 관리 부실 문제를 철저히 조사하고 바로잡을 것을 요청했다. 또한, 검경 수사권 조정과 김학의·버닝썬 사건 수사 신뢰 회복을 위해 수사 주체 교체 등 면밀한 검토와 조치를 촉구했다."
367회,김한정,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"김한정 의원은 진영 장관후보자에게 미세먼지 문제 해결과 경기 북부 지역 불균형 해소, 노후 경유차 지원 확대를 요청하며, 공수처 설치에 대한 야당의 부정적 시각을 바로잡아야 한다고 강조했다. 또한 후보자의 과거 햇볕정책 관련 입장과 남북관계 기여를 언급하며 신뢰를 표명했다."
367회,박영수,witness,,,증인,증인,"박영수는 정치자금법상 당비나 후원금 기부 시 소득공제 제한과 관련해 벌칙은 조세제한특례법에 규정되어 있으며, 선거관리위원회는 공정하고 중립적으로 정치자금을 관리할 의무가 있다고 설명했다. 과거 정치자금 조사는 2004년 이후 강화되었고, 최근에는 투명성이 높아졌다고 밝혔다. 또한, 세금 관련 안내와 홍보를 지속하겠다고 답변했다."
367회,박완수,lawmaker,새누리당,국회 행정안전위원회,위원,,"박완수 의원은 후보자의 부동산 투기 의혹과 불성실한 답변 태도를 문제 삼으며, 후보자의 과거 정치 소신과 현 정부 정책 간 괴리를 지적했다. 또한 행안부장관 후보로서 중립성과 책임감을 강조하며, 소신 있는 명확한 답변과 당 탈당 또는 장관직 사퇴를 촉구했다."
367회,소병훈,lawmaker,더불어민주당,국회 행정안전위원회,위원,,"소병훈 위원은 행안부 장관 후보자에게 친일·반민족 행위자 서훈 취소 및 경찰 과거사위원회 설치를 요청하고, 어린이 보호구역 보도 설치 확대와 소방직 국가직화 추진을 강조했다. 또한, 특례시 지정 기준 개선을 통해 광역시 없는 지역의 특수성을 반영할 것을 요구했다."
