회차,발언자유형,의원명,정당,소속기관,직위,발화내용 요약
391회,lawmaker,한병도,더불어민주당,국회 행정안전위원회,위원,"한병도는 야당과 법사위 간 논의 결과, 500만 원 상한 설정과 광역단체 모집 허용 두 쟁점이 합의됐다고 보고했다. 위원장과 간사가 최종 확인 중이며, 법사위는 24일 오전에 관련 안건을 통과시킬 예정이다."
391회,lawmaker,서영교,더불어민주당,국회 행정안전위원회,위원장,"서영교 위원은 코로나19 확산으로 현장 국정감사 범위를 최소화하되, 대구 등 일부 지방자치단체와 경찰청에 대해서는 현장 감사를 실시하기로 간사들과 합의했다고 설명했다. 또한 증인 및 참고인 출석요구와 철회 건을 조정하며 일부는 유지하고 일부는 철회하며 추가 논의를 예고했다. 회의는 국정감사 계획 변경과 증인 출석 요구를 가결하고 산회했다."
391회,lawmaker,박완수,더불어민주당,국회 행정안전위원회,위원,"박완수 의원은 경찰청 국감에서 정대택 증인이 현재 수사 중임을 이유로 여야 간사 합의에 따라 증인 채택에서 제외할 것을 요청했다. 또한, 질문 내용은 국감 시에 해야 한다고 강조했다."
391회,lawmaker,박재호,더불어민주당,국회 행정안전위원회,위원,박재호 의원은 입장 설명을 통해 쟁점에 대한 문제제기와 관련 설명을 제시하였다. 구체적인 답변과 요청사항을 통해 논의의 방향성을 제안하였다.
391회,lawmaker,백혜련,더불어민주당,국회 행정안전위원회,위원,"백혜련은 정대택 증인 철회에 반대하며, 행안위에서 합의된 의결 절차를 무시하는 정치적 판단을 비판했다. 수사 중인 사건이라도 여야 합의가 있으면 국감 질의가 가능하다고 강조했다. 따라서 수사 중이라는 이유로 증인 철회를 동의할 수 없다고 명확히 밝혔다."
391회,lawmaker,서영교,더불어민주당,국회 행정안전위원회,위원장,"정대택 증인 출석요구에 대해 수사·재판 중인 사안은 여야 합의가 필요하나, 합의 과정 미숙지로 야당이 철회를 요청했다. 여야 간사와 위원장 합의로 철회가 결정되었으며, 일부 반대 의견도 기록에 남겼다. 이에 따라 행정안전위원회는 증인 출석요구 철회 후 산회했다."
391회,lawmaker,이해식,더불어민주당,국회 행정안전위원회,위원,"이해식 위원은 정대택 증인 신청이 상임위 통과 후 구두합의에 따라 철회하게 된 점을 아쉬워하며, 윤석열 전 총장 관련 의혹과 장모의 부정수급 사건을 근거로 증인 출석의 필요성을 강조했다. 다만, 여야 간 합의를 존중해 철회에 응하고, 국감이 정책 중심으로 원활히 진행되길 요청했다."
391회,government,김민철,,,위원,"김민철 위원은 소방안전교부세의 지자체 재량권 확대와 행안부의 대상 사업 지정 방식 개선을 요청했다. 또한, 합동 법과학감정실 구축사업이 2년 연속 예산 미반영된 문제와 국과수 인력 확보 실패에 따른 예산 및 인건비 문제를 지적하며, 경찰청장에게 강력한 대책 마련을 촉구했다."
391회,government,김세환,,중앙선거관리위원회,사무총장,"김세환은 2022년도 중앙선거관리위원회 예산안이 대통령선거 및 지방선거 실시로 세입·세출 모두 크게 증가했음을 설명하며, 예산을 효율적으로 집행해 선거를 차질 없이 관리하겠다고 밝혔다. 선거법 위반 여부는 현 단계에서 판단하기 어렵고, 관련 의혹에 대해 수사 의뢰 및 조사가 진행 중임을 언급했다. 향후 정부와 국회의 논의 과정에 따라 추가 확인과 대응을 약속했다."
391회,lawmaker,김용판,미래통합당,국회 행정안전위원회,위원,김용판 위원은 공공형 어린이집 자치단체 이관과 대구 국가정보자원관리원 센터 건립 문제에 대한 예산 증액과 관심을 요청했다. 경찰복지법 개정에 따른 특수건강진단 항목 보완과 이륜차 후면 번호판 문제에 대한 시범사업 추진 및 예산 반영을 강조했다. 또한 경찰청장과 국가수사본부장 간 역할 분담 문제 해결을 위한 TF 구성과 입법 지원을 촉구했다.
391회,unknown,김우호,,,인사혁신처장,"김우호는 인사혁신처의 2022년도 예산안과 공무원연금기금운용계획안을 설명하며, 공무원 역량 강화와 연금 재정 안정에 중점을 두었다고 밝혔다. 세입은 11.1% 감액, 세출은 13.4% 증액 편성되었으며, 기금운용계획은 11.4% 증액되었다. 위원들의 심도 있는 검토와 지원을 요청하며 의견을 업무에 반영하겠다고 말했다."
391회,government,김창룡,,경찰,청장,"김창룡 경찰청장은 내년도 예산이 전년 대비 증액되었으며, 국민안전 강화와 사회적 약자 보호, 수사역량 강화에 중점을 두었다고 설명했다. 전문 수사기법 개발, 상담사 증원, 근무환경 개선 등 현장 지원과 첨단기술 도입 계획을 밝혔으며, 관련 법률 개정과 예산 반영을 위해 국회 협조를 요청했다. 또한, 특정업무경비와 수당 신설에 대한 어려움을 설명하며 지속적인 개선 노력을 약속했다."
391회,government,김형동,,,위원,"김형동 의원은 국감 자료 미제출과 위증 의혹 고발 조치 촉구, FIU 수사 지연과 특검 필요성 문제를 제기했다. 재난지원금 집행 현황과 국민 불만, 선관위의 공직선거법 위반 여부 검토를 요청했으며, 지방소멸대응 특별기금 운용 준비 상황도 확인했다."
391회,government,박규찬,,전문,위원,"박규찬 전문위원은 재난안전관리본부와 경찰청 예산 집행의 부진 및 법적 근거 없는 예산 편성 문제를 지적하고, 사업계획 확정과 예산 집행 관리 강화, 자치경찰제 전환에 따른 체계적 준비, 불법 직위 운영 시정 등을 요청하였다."
391회,lawmaker,박완수,더불어민주당,국회 행정안전위원회,위원,"박완수 의원은 2030년 국가채무 급증 우려 속에 전 국민 재난지원금 지급을 반대하며, 이는 표를 노린 매표행위이자 공직선거법 위반 소지라고 지적했다. 정부와 국민 다수가 반대하는 상황에서 여당의 강행을 비판하며, 선관위와 전해철 장관의 명확한 입장 표명을 촉구했다. 또한 경찰 인건비 성격의 특정업무경비 문제 개선도 요구했다."
391회,government,박완주,,,위원,"박완주는 코로나19 대응을 위한 지역사랑상품권 지원액이 수요에 비해 부족하므로 내년도 예산을 최소 0.8조~1.2조 증액할 필요가 있다고 강조했다. 또한, 위드 코로나 상황에서 소상공인 지원과 별개로 초과세수를 활용한 전 국민 일상 회복 방역지원금 도입을 검토할 것을 요청했다. 이에 대해 정부의 적극적 협조와 긍정적 검토를 요구했다."
391회,lawmaker,박재호,더불어민주당,국회 행정안전위원회,위원,"박재호 의원은 방역지원금 지급 규모가 미국·일본에 비해 적고 위드 코로나 시대에 국민 지원 확대가 필요하다고 강조하며, 1인당 20~25만 원 지급을 요청했다. 또한, 정부 연구용역 결과의 국민 공개율이 낮아 예산 낭비 우려가 크다며, 특히 기재부의 공개 미흡 문제를 지적하고 행안부장관의 적극적 관리와 법적 강제 조치를 요구했다."
391회,lawmaker,백혜련,더불어민주당,국회 행정안전위원회,위원,백혜련 의원은 초과세수와 불용액을 합친 재정 여력으로 전 국민 재난지원금 지급이 가능하니 정부의 적극적 자세를 촉구했다. 저신용 소상공인 금융지원 사업의 필요성을 강조하며 기재부 반대에도 불구하고 국회와 행안부가 협력해 예산 반영을 요청했다. 또한 아동학대 사건에 진술분석전문가 참여 확대를 위한 예산 지원도 검토할 것을 제안했다.
391회,lawmaker,서영교,더불어민주당,국회 행정안전위원회,위원장,"서영교 위원은 2022년도 행정안전위원회 소관 예산안과 기금운용계획안 심사 진행 및 신규 입법조사관 인사, 서면질의 결과 제출 요청을 안내했다. 코로나 위드 상황에서 국민 개개인의 자가 방역 필요성과 관련 예산 증액을 강조하며, 소방관과 경찰 등 현장 인력에 대한 감사도 표명했다. 회의는 예산안의 충실한 반영을 위해 예결위 소위원회로 회부하며 마무리되었다."
391회,government,신열우,,소방,청장,"신열우 의원은 내년도 소방청 예산 증액과 재난 대응체계 강화, 소방기술 연구개발, 대원 건강관리 지원 등을 설명하며 차질 없는 추진을 요청했다. 또한 상담사 배치 확대, 구조견 양성 기반 강화 및 견사 시설 개선, 추모시설 설치 필요성을 강조했다. 국회 차원의 예산 지원과 제도 개선 협조도 당부했다."
391회,lawmaker,양기대,더불어민주당,국회 행정안전위원회,위원,"양기대 위원은 위드 코로나 이후 음주운전 단속 건수가 증가하고 재범률이 높아 음주운전 방지 장치 도입과 예산 확보를 경찰청에 요청했다. 또한, 자치경찰제에 따른 지구대·파출소 팀장 업무추진비가 현실에 맞지 않다며 증액과 철저한 관리 감독을 촉구했다. 이외에도 지역 생활방역 일자리 예산 삭감과 아동학대 전담 공무원 인력 확충 필요성을 지적했다."
391회,lawmaker,오영환,더불어민주당,국회 행정안전위원회,위원,"오영환 위원은 위드 코로나 상황에서 전 국민 방역지원금의 타당성 검토와 개인 방역비용 분석을 요청하고, 풍수해보험 예산 증액과 성과지표 개선을 강조했다. 또한, 재난안전 R&D 사업의 연계성과 홍보 필요성을 지적하며 정부의 적극적 대응과 국민 알권리 보장을 촉구했다."
391회,lawmaker,오영훈,더불어민주당,국회 행정안전위원회,위원,오영훈 의원은 지역주도형 청년일자리사업 예산 삭감 문제와 청년보장제의 일자리 전 지원 필요성을 지적하며 행안부의 적극적 검토를 요청했다. 또한 4·3 희생자 보상금 지급 과정에서 상속 문제 해결을 위한 가족관계 정정 실태조사 및 제도개선 용역 추진을 제안했다. 마지막으로 과거사 문제 해결과 관련 재단 설립 필요성에 대한 의견을 요청했다.
391회,lawmaker,이영,미래한국당,국회 행정안전위원회,위원,"이영 의원은 경찰 정수기 렌탈료 사비 지출 문제 해결을 위해 청장의 적극적 노력을 촉구하고, 내년 재난지원금 예산 부재와 정부·지방 재정 부담 논의 부재를 지적하며 정부가 논란 해소와 합리적 결정에 중심을 잡아야 한다고 강조했다."
391회,lawmaker,이은주,정의당,국회 행정안전위원회,위원,"이은주는 코로나 피해 지원 확대와 보건·소상공인 지원 우선순위 조정을 촉구하며, 소방관·경찰관 정신건강 상담 인력 확충과 제도 개선 필요성을 강조했다. 여성대상범죄 전문조사관 도입과 119구조견 운영환경 개선, 소방청의 구조견 추모시설 마련도 요청했다."
391회,lawmaker,이해식,더불어민주당,국회 행정안전위원회,위원,"이해식 위원은 재난지원금 추가 지급과 소상공인·자영업자 지원 확대를 요청하며, 지역화폐 예산의 급격한 감액이 지방정부 부담을 가중시킨다고 지적했다. 또한 지역방역 일자리 사업 예산 전액 삭감에 대해 단계적 감액과 지방 부담 최소화를 위한 면밀한 검토를 요구했다."
391회,lawmaker,이형석,더불어민주당,국회 행정안전위원회,위원,"이형석 위원은 지방소멸대응기금의 공정한 배분 기준 마련과 초광역 협력 추진에 행안부의 적극적 지원을 요청했다. 또한, 대통령선거 관련 예산은 과다 편성되지 않도록 본예산 반영을 강조하고, 자치경찰위원회 운영 예산은 독립성 확보를 위해 행안부 예산으로 편성할 것을 제안했다."
391회,lawmaker,임호선,더불어민주당,국회 행정안전위원회,위원,"임호선 위원은 내년도 예산에 지역사랑상품권 지원 확대와 교통안전 사업의 지방 이양 문제에 대한 공모사업 추진 필요성을 제기하며, 총포화약안전기술협회 재정 및 제도 개선과 소방·경찰의 마음건강센터 공동 운영 방안 검토를 요청했다."
391회,government,장지원,,전문,위원,"장지원 전문위원은 중앙선관위 예산안에 미수납 과태료 반영과 위원수당 과다 계상 감액, 재보궐선거 경비 본예산 편성을 요청했다. 소방청 관련해 산불진화차 통합구매 추진과 국가항만 소방선박 사업 예산 감액 필요성을 지적했다."
391회,lawmaker,전해철,더불어민주당,국회 행정안전위원회,장관,"전해철 장관은 내년도 행정안전부 예산안이 코로나 극복과 지역경제 활성화, 재난안전 강화, 디지털 뉴딜 투자에 중점을 두었음을 설명하며, 지역사랑상품권 등 예산 증액 필요성에 대해 국회와 여야 협의를 요청했다. 또한 풍수해보험 확대, 지방재정 지원, 자치경찰 예산 문제 등 현안에 대해 정부 차원의 검토와 협조를 약속했다. 마지막으로 예산 심의 과정에서 실효성 있는 집행과 국민 체감형 정책 추진을 위해 국회의 적극적인 협조를 당부했다."
391회,government,정근식,,진실․화해를위한과거사정리,위원장,"정근식은 2022년도 진실화해위원회 예산안(136억 원, 전년 대비 18.3% 증가)을 설명하며 진실 규명 활동에 집중할 것임을 강조했다. 4·3 특별법 개정에 따른 진전과 과거사연구재단 예산 미반영 문제를 지적하며, 국회 심의 과정에서 반영과 지원을 요청했다."
391회,government,정성희,,수석전문,위원,"정성희 수석전문위원은 2022년도 행정안전부, 진실화해위원회, 인사혁신처 예산안에 대해 법적 근거 마련과 보안 점검, 예산 효율화 및 단계적 감액 필요성을 지적하고, 진실 규명 역량 강화와 면허료 조정, 국제기구 고용휴직 예산 검토, 공무원연금 대부 예산 증액, 인허가 지연에 따른 사업비 조정 등을 요청하였다."
391회,lawmaker,최춘식,미래통합당,국회 행정안전위원회,위원,"최춘식 위원은 경기도 공공기관 지방 이전 사업에서 농수산진흥원 이전지 선정 과정에 순위 조작 의혹과 음성 녹음파일이 존재함을 지적하며, 경기도 감사실에 감사 청구가 된 상황을 설명했다. 그는 경기도 북동부 지역 균형 발전 취지와 달리 광주시가 1위로 선정된 점에 대해 지역 갈등이 심화되고 있음을 문제 삼았다. 이에 행안부의 감독 권한을 활용한 해결 방안을 요청했다."
391회,lawmaker,한병도,더불어민주당,국회 행정안전위원회,위원,"한병도 의원은 학대예방경찰관의 업무추진비 증액과 원활한 활동 환경 조성을 요청하고, 고향사랑기부금법 시행을 위한 예산 4억 원 증액 필요성을 강조했다. 또한 소방공무원의 직무 스트레스 관리를 위한 심신수련원 설계비 7억 1600만 원 신규 편성을 요구했다. 각 부처의 적극적인 예산 반영과 지원을 촉구했다."
391회,lawmaker,김도읍,미래통합당,국회 행정안전위원회,위원,"김도읍 의원은 정부의 초과세수 납부유예 조치가 국세징수법과 국가재정법에 위반되며, 납부유예는 개별 납세자의 특별한 사유에 한해 허용된다고 지적했다. 또한, 정부가 재원 사용 계획을 국회에 명확히 설명하지 않고 있어 불법 방조 우려가 있다고 문제제기했다. 아울러 최근 급등한 물가 상황을 고려할 때 무분별한 재정 지출에 신중해야 한다고 강조했다."
391회,government,김민철,,,위원,"김민철 위원은 일상회복지원금 지급에 대해 빚이 아닌 초과세수를 활용한 지원임을 강조하며, 재난지원금은 경제효과보다 국민 지원이 목적이라고 설명했다. 또한, 대선 영향 우려를 경계하며 전 국민 대상 지원 필요성과 납세 유예가 법적 문제 없음을 주장했다."
391회,government,김세환,,중앙선거관리위원회,사무총장,"김세환 의원은 2022년도 예산안 의결에 감사하며, 상임위 일정에 따라 진행된 것을 확인했다. 위원들의 배려에 감사를 표하고 앞으로도 지속적인 관심과 지원을 요청했다."
391회,lawmaker,김용판,미래통합당,국회 행정안전위원회,위원,"김용판 위원은 경찰 수사력 강화가 시급하며, 이를 위해 수사연수원장의 직급을 경무관에서 상향 조정해 전문성과 위상을 높여야 한다고 강조했다. 현재 수사 인력과 시스템이 미흡하므로 행안부가 적극적으로 개편에 나서야 한다고 요청했다."
391회,unknown,김우호,,,인사혁신처장,"김우호 의원은 2022년도 인사혁신처 세입세출 예산안 및 공무원연금기금운용계획안 심의 의결에 감사하며, 위원들의 조언을 정책과 예산 집행에 반영하겠다고 밝혔다. 지속적인 관심과 격려를 요청했다."
391회,government,김창룡,,경찰,청장,"김창룡은 경비업법 개정안으로 시설경비업 인력 기준을 완화하고, 경찰의 정보활동 필요성과 개혁 의지를 강조했다. 검찰과의 협력 및 수사 조정 상황을 설명하며, 수사연수원 기능 강화와 조직 개편 필요성도 언급했다. 또한 2022년 경찰청 예산안 심의에 감사하며 정책 반영과 국민 신뢰 회복을 약속했다."
391회,government,김형동,,,위원,"김형동 의원은 소방공무원 관련 법안의 조속한 집행 지원과 지방교부세법 개정 시 수도권과 지방 간 형평성 문제를 지적하며, 공무원 명단 공개 범위 자제를 요청했다. 또한 전 국민 재난지원금의 경제적 효과가 미미하다며 정치적 목적 가능성을 경계하고, 관련 분석과 정부 차원의 명확한 입장 표명을 요구했다."
391회,lawmaker,김회재,더불어민주당,국회 행정안전위원회,의원,"김회재 의원은 여수․순천 10․19사건 희생자 추념일을 국가기념일로 지정하는 특별법 개정안을 제안하며, 이를 통해 희생자 명예회복과 화해·상생의 평화정신을 강화하고자 한다고 설명했다. 제주4․3 사건과의 인과 관계를 언급하며 국가적 위로 행사 추진 근거 마련의 필요성을 강조했다. 위원들의 심의 의결을 요청했다."
391회,government,박규찬,,전문,위원,"박규찬 전문위원은 행정안전부와 경찰청 소관 35건 법률안 중 주요 안건을 검토하며, 국민 안전교육 청문 절차 강화, 유․도선 선령 제한 연장 신중 검토, 경비사 인권보호 규정 마련, 국가안전정보처 설치 입법정책 검토, 경찰병원 법인화의 긍정·부작용, 도로교통법 연령 차별 해소 필요성을 중심으로 설명했다. 각 법안은 사회적 안전과 인권, 정책적 결정 필요성을 고려해 신중한 판단이 요구된다."
391회,lawmaker,박완수,더불어민주당,국회 행정안전위원회,위원,"박완수 의원은 재난지원금 예산의 구체적 세부계획과 재원 마련이 정부에서 준비되지 않았고, 납부유예를 통한 재원 확보 방안은 국세징수법 위반 가능성이 있다고 지적했다. 또한 정부와 국민이 반대하는 예산 증액을 국회가 추진하는 것은 국민의 뜻을 저버리는 행위라고 비판했다. 예산 통과 시한이 임박한 상황에서 준비 부족을 문제 삼으며 명확한 답변을 요구했다."
391회,government,박완주,,,위원,"박완주는 초과세수 발생과 손실보상 문제에 대해 여야가 이미 충분한 예산안을 제출했으며, 납부유예 등 과세이연 조치는 합법적이고 불법 주장에 동의하지 않는다고 밝혔다. 또한, 초과세수 사용과 국채 발행 여부는 예결위에서 논의할 문제라고 강조했다. 불법·직무유기 주장은 과도한 우려이며 관련 자료를 제출해 투명하게 검증하겠다고 제안했다."
391회,lawmaker,박재호,더불어민주당,국회 행정안전위원회,위원,"박재호 의원은 법안 상정 관련 질의를 신속히 마무리할 것을 요청하며, 재난지원금과 손실보상금의 공정한 기준 마련의 어려움을 지적했다. 또한, 위드 코로나 대응을 위한 추가 지원 필요성과 여야 합의를 통한 예산 확보 가능성을 강조하며, 이를 포퓰리즘이나 표 매수로 보는 시각에 반대했다."
391회,lawmaker,백혜련,더불어민주당,국회 행정안전위원회,위원,"백혜련 의원은 전국 지방자치단체장들이 전 국민 재난지원금 지급을 요구하는데 행안부가 소극적이라 지적하며, 국세기본법과 국세징수법에 따라 이미 납부유예 조치가 시행돼 재정 여력이 충분하다고 설명했다. 이에 따라 위드 코로나 시대에 개인 위생 지원을 위해 행안부의 적극적인 재난지원금 지급을 촉구했다."
391회,lawmaker,서범수,미래통합당,국회 행정안전위원회,위원,"서범수 의원은 공직선거법 및 정치자금법 개정안 상정의 실효성에 의문을 제기하며, 여야 정개특위 논의 필요성을 강조했다. 또한 대장동 게이트 관련 경찰 수사 현황과 검경 간 휴대폰 포렌식 협조 여부를 질의하며 수사 진행 상황에 대한 명확한 답변을 요구했다."
391회,lawmaker,서영교,더불어민주당,국회 행정안전위원회,위원장,"서영교 위원장은 391회 행정안전위원회 회의에서 청원 심사기간 연장, 법률안 상정 및 심사, 2022년도 예산안 의결 절차를 안내하고 진행했으며, 코로나 방역 지원과 일상회복 지원금에 대한 여야 간 합의를 촉구하였다. 또한, 예산 증액에 대해 관련 기관장들의 동의를 확인하고 후속 조치에 대한 위임을 요청하였다. 회의 종료 전 서면질의 답변 제출을 당부하며 회의를 마무리했다."
391회,government,신열우,,소방,청장,"신열우 의원은 소방대상물의 자체소방대 설치 및 교육 지원을 위한 소방기본법 개정안과, 소방공제회 운영의 투명성 및 임원 책임 강화를 위한 대한소방공제회법 개정안을 설명하며 심사 요청했다. 또한, 2022년도 소방청 예산안 심의에 감사하며 정책 반영과 지속적 관심을 당부했다."
391회,lawmaker,오영훈,더불어민주당,국회 행정안전위원회,위원,오영훈 위원은 예산결산소위에서 여야 입장 차이로 위드 코로나 국민지원금 논의가 결론 나지 않아 행안위 전체회의에서 재논의 요청을 보고했다. 그는 8.5조 원 범위 내에서 1인당 20만 원씩 전 국민 일상회복 지원금 지급 방안을 토론하고 결정해 줄 것을 요청했다. 방역 상황을 고려한 충분한 토론과 합리적 결정을 기대한다고 밝혔다.
391회,lawmaker,오영훈,더불어민주당,국회 행정안전위원회,위원장,"오영훈 위원은 행정안전위 소관 2022년도 예산안 심사 결과를 보고하며, 주요 부처별 감액과 증액 내역 및 부대의견 90여 건을 포함해 수정 의결한 내용을 설명했다. 위드 코로나 국민지원금 예산은 전체회의에서 재논의하기로 했으며, 지방소멸대응기금 배분 기준 마련과 소방공무원 처우 개선 등도 요청했다."
391회,lawmaker,오영훈,더불어민주당,국회 행정안전위원회,의원,오영훈 의원은 제주4․3사건 희생자에 대한 구체적 보상 기준과 절차를 법률에 명확히 규정하는 특별법 일부개정안을 제안하였다. 이를 통해 희생자 및 유족의 명예 회복과 실질적 보상을 실현하고 국가의 책임을 다하고자 한다. 이번 개정이 과거사 문제 해결의 모범이 되길 요청하였다.
391회,lawmaker,이영,미래한국당,국회 행정안전위원회,위원,"이영 의원은 검경 수사권 조정 후 협력 부진과 서울청 경찰 철수 문제를 지적하며 구체적 업무 협의 현황 보고를 요청했다. 또한, 전 국민 재난지원금 지급에 대해 재정 여력 부족과 절차 미비를 문제 삼으며 신중한 논의를 촉구했다."
391회,lawmaker,이은주,정의당,국회 행정안전위원회,위원,"이은주 의원은 경찰의 정보수집 업무가 폐쇄적이고 통제 장치가 미흡하다며, 정보 관련 사무를 분리해 국가안전정보처 신설을 검토할 필요가 있다고 지적했다. 또한, 코로나 피해 지원금은 전 국민 대상보다는 고용 취약 계층과 피해자 중심으로 선별 지원해야 하며, 초과세수는 피해 계층에 돌려줘야 한다고 강조했다."
391회,lawmaker,이해식,더불어민주당,국회 행정안전위원회,위원,"이해식 위원은 종부세 폐지가 지방재정 균형발전과 조세 형평성에 부정적 영향을 미친다며 장관의 견해를 요청했고, 코로나19 일상회복 지원금은 초과세수를 국민에게 환원하는 정당한 재정 집행임을 강조하며 예산안 반영을 촉구했다. 또한 지방재정 매칭 문제는 종부세 세수 증가와 재정분권으로 해결 가능하다고 설명했다."
391회,government,장지원,,전문,위원,"장지원 전문위원은 공직선거법과 정치자금법 일부개정안의 법적 모순 해소 및 회계보고자료 열람기간 연장 필요성을 설명했다. 또한, 소방공무원법 개정안은 소방정 이상 임용권을 소방청장으로 이관해 국가 재난 대응 강화 취지이나, 대통령령 개정이 더 적절할 수 있음을 지적했다."
391회,lawmaker,전해철,더불어민주당,국회 행정안전위원회,장관,"전해철은 종합부동산세가 지방재정 확충과 균형발전에 기여하는 순기능을 강조하며, 12% 국비 지급 추가 요구는 수용 곤란하다고 밝혔다. 전 국민 재난지원금은 재정 여건과 초과세수 활용 방안을 예결위에서 신중히 논의해야 하며, 국민의 사용 재량을 존중할 필요가 있다고 설명했다. 또한, 행안위 예산 심사 결과를 긍정적으로 평가하며 향후 정책 반영을 약속했다."
391회,government,정근식,,진실․화해를위한과거사정리,위원장,"정근식은 2022년도 진실화해위원회 예산안 심사 의결에 감사하며, 위원들의 고견을 정책과 예산 집행에 반영하겠다고 밝혔다. 앞으로도 사업 성과를 위해 지속적인 관심과 지원을 요청했다."
391회,government,정성희,,수석전문,위원,"정성희 수석전문위원은 주요 법률안에 대해 지방의원 정수 조정, 불법 광고물 처리 권한, 부동산교부세 교부 기준, 대도시 특례 사무, 공무원 채용후보자 자격 및 부정행위자 명단 공개 등 쟁점별 신중한 검토와 제도적 보완 필요성을 강조했다. 특히 기본권 보호와 관계 부처 의견 수렴을 요청하였다."
391회,lawmaker,조오섭,더불어민주당,국회 행정안전위원회,위원,조오섭 의원은 광주광역시의회 8년 경력 후 국회의원이 되어 국토교통위에서 활동하다가 행정안전위원회로 사보임되었음을 밝혔다. 선배 의원들의 지도와 배움을 요청하며 감사의 뜻을 전했다.
391회,lawmaker,최춘식,미래통합당,국회 행정안전위원회,위원,"최춘식 위원은 방역지원금 명칭 변경에 따라 마스크, 소독제품 등 방역용품 구입에 적합한 용도로만 사용되어야 한다고 강조하며, 현금 지급 시 부적절한 사용 가능성을 우려했다. 따라서 방역지원금은 목적에 맞게 집행되어야 하며, 물품 직접 지원 방안도 검토할 필요가 있다고 요청했다."
391회,government,김민철,,,위원,"김민철 의원은 경찰 부실 대응과 조직 문제를 지적하며, 단순 사과로는 국민 신뢰 회복이 어렵다고 비판했다. 특히 인천 층간소음 사건에서 경험 없는 경찰관이 무기 사용 없이 투입된 점을 문제 삼아, 조직 쇄신과 실질적 대책 마련을 촉구했다."
391회,lawmaker,김용판,미래통합당,국회 행정안전위원회,위원,"김용판 의원은 현장 경찰의 프로정신 부족과 지휘부의 문제 해결 의지 부족을 지적하며, 경찰이 국민 신뢰를 얻기 위해 목숨을 걸고 임무에 임해야 한다고 강조했다. 또한, 경직법 개정 등 제도적 지원이 필요하다고 주장하며 지휘관들의 적극적 역할과 국회의 지원을 촉구했다."
391회,government,김창룡,,경찰,청장,"김창룡 경찰청장은 경찰관 직무집행법 개정에 감사하며, 국민 안전 보호와 경찰관 재량 인정의 중요성을 강조했다. 대규모 집회 관리의 현실적 어려움과 기습 집회 대응, 테이저건 실사훈련 강화 등 현장 대응 개선 방안을 설명했다. 또한, 경찰의 책임과 문제점에 대해 엄중 인식하며 현장 의견 수렴과 제도 개선을 약속했다."
391회,lawmaker,박완수,더불어민주당,국회 행정안전위원회,위원,"박완수 의원은 경찰의 범죄 대응능력 강화를 위해 경찰관 직무집행법 제6조를 임의규정에서 의무규정으로 개정할 필요가 있다고 주장했다. 면책조항 도입으로 경찰이 적극적으로 대응할 책임이 커진 만큼, 현장 경찰관이 생명·신체에 위해가 예상될 때 반드시 조치하도록 해야 한다고 강조했다. 이에 대해 경찰청장의 의견과 종합대책 반영 여부를 요청했다."
391회,lawmaker,박완수,더불어민주당,국회 행정안전위원회,위원장,"박완수 위원은 보행자우선도로 지정, 비상대비 법률 확대, 재난안전산업 및 경찰관 직무집행법 통합 조정안 등 24건 법률안 심사 결과를 보고하며, 각 법안의 주요 수정·통합 내용을 설명했다. 특히 보행자 보호 강화와 재난안전산업 진흥, 경찰관 직무 수행 지원을 강조했다. 심사 결과에 따라 통합 조정안을 본회의에 부의할 것을 요청했다."
391회,lawmaker,박재호,더불어민주당,국회 행정안전위원회,위원,"박재호 의원은 경찰청장에게 예산 문제에 구애받지 말고 최선을 다해 사과와 대응할 것을 요구하고, 피해자의 판단권을 강조했다. 민노총 문제와 민식이법 관련 주정차 민원에 대해 법과 원칙에 따른 적극적 대응과 현장 경찰관 지원을 요청했다. 또한 4·3 사건 등 과거 국가 피해 유족 문제를 국가 차원의 종합대책으로 해결할 필요성을 제기하며 장관의 동의를 구했다."
391회,lawmaker,박재호,더불어민주당,국회 행정안전위원회,위원장,"박재호 위원은 제주4·3사건, 민원 처리, 주민등록법, 지방공기업법, 행정절차법 등 총 22건 법률안 심사 결과를 보고하며, 여러 개정안을 통합 조정한 대안을 제안하고 본회의 부의 여부를 결정함을 설명했다. 주요 내용은 민원인 보호, 디지털 약자 지원, 희생자 보상 기준 정비, 주민등록번호 변경 기간 단축, 이해충돌 방지, 청문 절차 강화 등이다. 소위원회 심사 결과대로 의결을 요청했다."
391회,lawmaker,서범수,미래통합당,국회 행정안전위원회,위원,"서범수 의원은 경찰 직무집행법 개정이 현장 경찰관의 법 집행 자신감을 높였으나, 층간소음 및 스토커 사건 등 부실 대응 문제에 대한 실효성 있는 종합대책 마련을 촉구했다. 현장 경찰과 경찰청 간 심리적 거리와 불신 해소를 위해 현장 의견을 적극 반영할 것을 요청했다. 또한 코로나 방역 활동에서 일부 집회 방치로 국민 불신이 커지고 있다며 정부의 전반적 대책 강화를 요구했다."
