회의회차,요구자명,요구자정당,대상,실제요구자료,카테고리
390회,최춘식,미래통합당,인사혁신처,공무원의 기강 문란 및 국가공무원법 59조 위반 여부에 대한 인사혁신처의 처리 입장을 서면으로 제출해 달라는 요구,인사·조직
391회,이명수,,인사혁신처,산업안전보건법이 공무원들에게 적용되는지 여부를 다시 한번 살펴보기 위해 관련 자료 제출 요구,정책·제도
391회,이명수,,행정안전부,EMP 관련 업무 진행 상황과 1년 동안 달라진 점 및 조치 상황을 확인하기 위해 관련 자료 제출 요구,재난·안전
391회,임호선,더불어민주당,소방청,소방과 경찰이 협의하여 경찰관 마음건강센터 인력 확충 및 공동 운영 방안에 대한 제도개선 방안을 마련하여 제출해 달라는 자료 제출 요구,정책·제도
391회,장지원,,중앙선거관리위원회,과태료와 기타 경상이전수입의 미수납액 규모와 징수 가능성을 검증하기 위해 최근 미수납액 현황 자료 제출 요구,예산·재정
391회,장지원,,중앙선거관리위원회,선거관리위원회 위원수당 과다 계상 여부를 확인하기 위해 시·도 및 읍·면·동선거관리위원회 위원수당 편성 내역 자료 제출 요구,예산·재정
391회,장지원,,중앙선거관리위원회,실시사유가 확정된 재보궐선거 관련 경비가 본예산에 반영되었는지 검토하기 위해 4건 재보궐선거 경비 추계 자료 제출 요구,예산·재정
391회,박완주,,국세청,"이명박 정부, 박근혜정부, 문재인 정부 시절 납부유예가 얼마만큼 되었는지, 일괄적으로 진행되었는지 여부와 그 규모를 보여주는 자료 제출 요구",예산·재정
392회,이명수,,행정안전부,지방재정의 바람직하지 않은 집행에 대한 조정 방안을 합리적으로 마련하기 위해 관련 조정 방안을 서면으로 제출할 것을 요구,재난·안전
392회,임호선,더불어민주당,경찰청,감치명령서 연간 접수 및 집행 현황과 지자체별 통계 자료를 업무 부담 실태 확인을 위해 제출 요구,통계·현황
392회,최춘식,미래통합당,행정안전부,주민자치위원회와 주민자치회가 변천되고 바뀌었을 때 무엇이 달라지는지 비교 도표 형태로 제출해 달라는 요청,정책·제도
393회,이명수,,강원도,강원도특별자치도가 됐을 경우 역점적으로 하려는 사업의 구체적인 내용과 기존 법이나 제도로는 안 되는 특별한 특례 내용을 서면으로 제출하라,정책·제도
393회,이명수,,강원도,강원도가 평화특별자치와 관련해 남북교류협력 및 통일교육 등에서 특별한 특례를 통해 하려는 구체적인 내용을 자료로 제출하라,정책·제도
393회,이명수,,행정안전부,특별자치구역에 대한 전체적인 흐름과 특별한 수요를 조화시키기 위한 행안부의 조정 방안을 서면으로 제출하라,정책·제도
393회,이명수,,중앙선거관리위원회,코로나 확진자 참정권 보장을 위한 투표부터 개표까지의 마스터플랜식 종합대책과 관련한 전반적이고 종합적인 대책 자료를 제출하라,정책·제도
393회,이명수,,중앙선거관리위원회,임시선거준비사무소 설치 현황과 전국 공정선거지원단 설치 현황 및 관리 실태에 관한 사실 확인 자료를 제출하라,정책·제도
393회,이형석,더불어민주당,중앙선거관리위원회,"드라이브스루 투표 방법에 대해 검토된 내용을 제출해 달라는 요청으로, 팬데믹 상황에서 국민의 참정권 보장을 위한 전향적 투표 방법 검토 목적임",정책·제도
397회,박완주,,후보자 측,배우자 관련 번역료 수령 내역의 진위를 확인하기 위해 3년간 번역물 원본이나 번역문 자료 제출 요구,감사·점검
397회,박완주,,후보자 측,배우자 및 가족회사 유니크서울의 통번역 및 종합소득 상세내역을 확인하기 위해 관련 자료 제출 요구,감사·점검
397회,김민철,,후보자,후보자의 사단법인 기부금 내역과 사인 간 거래 차용증 등 후보자의 경제사회연구원 이사장 재임 기간 동안의 기부금 내역을 제출해 달라는 요구,인사·조직
397회,김민철,,후보자,장남의 병역 근무현황 자료를 제출해 달라는 요구,인사·조직
397회,김민철,,후보자,배우자와 자녀의 부동산 매매내역 등 개인정보가 아닌 범위 내에서 관련 자료를 제출해 달라는 요구,인사·조직
397회,김민철,,경제사회연구원,2019년부터 2021년까지 경제사회연구원에 기부한 영리법인 명부를 제출해 달라는 요구,인사·조직
397회,박완주,,후보자 측,배우자의 1억 9000만 원 종합소득의 소득원과 상세내역을 검증하기 위해 관련 자료 제출 요구,감사·점검
397회,박완주,,후보자 측,2018년부터 2020년까지 배우자 및 관련 법인의 소득금액 증명 자료를 통해 소득 내역의 사실관계 확인을 위해 자료 제출 요구,감사·점검
397회,백혜련,더불어민주당,위원장,장녀의 재학 중 공공기관 인턴 및 봉사활동 내역을 제출하여 아빠 찬스 의혹을 확인하기 위해 자료 제출 요구,인사·조직
397회,백혜련,더불어민주당,위원장,후보자의 아들이 혼자 1인실에 거주하는지 여부를 확인하기 위해 전입신고 세대주 확인증명서 제출 요구,인사·조직
397회,백혜련,더불어민주당,후보자,사인 간 대출 3억 원의 실제 대출자 명단과 관련 자료를 제출하여 증여세 의혹을 검증하기 위해 자료 제출 요구,예산·재정
397회,백혜련,더불어민주당,후보자,자녀들의 증여 아파트와 사인 간 대출 3억 원에 대한 분할상환 내역 자료 제출 요구,예산·재정
397회,백혜련,더불어민주당,후보자,권익위 부위원장 시절 배상환과 주고받은 이메일 계정 정보 자료 제출 요구,기타
397회,백혜련,더불어민주당,위원장,11억 원 아파트 구입 시 증여받은 5.1억 원에 대한 공식 증여세 납부증명서 제출 요구,예산·재정
397회,백혜련,더불어민주당,후보자,배상환과 주고받은 이메일 내역의 원본 파일과 조작 여부를 확인할 수 있도록 비밀번호 등 관련 자료 제출 요구,기타
397회,서영교,더불어민주당,행정안전부장관 후보자 이상민,"자녀의 병역 관련 자료, 국방 의무 관련 자료, 납세 및 부동산 매매 내역, 사인 간의 채무관계 자료, 세대주 확인을 위한 전입신고 관련 확인증 등 인사청문회에 필요한 구체적인 자료 제출 요구",인사·조직
397회,서영교,더불어민주당,행정안전부장관 후보자 이상민,공직자윤리법 위반 관련 재판 중인 사건의 구체적인 내용과 관련 자료 제출 요구,인사·조직
397회,서영교,더불어민주당,행정안전부장관 후보자 이상민,근저당권 설정과 관련된 대여금 거래 내역 및 차용증 등 관련 자료 제출 요구,인사·조직
397회,서영교,더불어민주당,행정안전부장관 후보자 이상민,율촌 법무법인에서 근무한 기간 동안의 영문 자료 및 관련 자료 보강 제출 요구,인사·조직
397회,서영교,더불어민주당,행정안전부장관 후보자 이상민,딸 학비 송금 내역 확인을 위한 외국환거래내역 자료 제출 요구,인사·조직
397회,서영교,더불어민주당,행정안전부장관 후보자 이상민,대여금 거래 관련 은행 거래 내역 및 차용증 등 증빙 자료 제출 요구,인사·조직
397회,서영교,더불어민주당,증인 정은섭,번역 업무 관련 자료 및 교정 업무 자료 제출 요구,인사·조직
397회,서영교,더불어민주당,"중앙선거관리위원회 위원후보자 김필곤, 노태악",인사청문회 실시를 위한 관련 자료 제출 요구를 간사 위원들과 협의하여 위원장 명의로 진행하기 위한 자료 제출 요구 위임,인사·조직
397회,오영환,더불어민주당,행정안전부장관후보자,후보자 배우자의 친오빠 회사에서 근무한 급여와 소득에 관한 근로계약서 및 근무사실 입증자료 제출 요구,인사·조직
397회,오영환,더불어민주당,행정안전부장관후보자,배우자 명의 아파트 근저당권 설정 및 해지 과정과 관련된 명확한 해명자료 제출 요구,재난·안전
397회,오영환,더불어민주당,행정안전부장관후보자,"배우자와 둘째 오빠 정진관 씨 간 채무관계를 입증할 수 있는 거래내역, 차용증, 이자 납부내역 등 증빙자료 제출 요구",인사·조직
397회,오영환,더불어민주당,행정안전부장관후보자,배우자 재산 증가 내역의 출처와 자금 조달 경위를 명확히 확인하기 위한 관련 자료 제출 요구,재난·안전
397회,오영환,더불어민주당,행정안전부장관후보자,배우자가 둘째 오빠에게 3억 원을 대여했다는 사실을 입증할 수 있는 통장 거래내역 등 법적 증빙자료 제출 요구,인사·조직
397회,이해식,더불어민주당,이해식 위원,후보자의 사인 간 채무 내역과 그 증빙 자료를 제출하여 채무 변동 내역을 확인하기 위해 자료 제출 요구,인사·조직
397회,이해식,더불어민주당,후보자,강좌 폐강과 관련한 카톡방 등 학생들의 문제 제기 내용과 강좌 폐강 과정에서의 설명 및 조치 내역을 증명할 수 있는 자료 제출 요구,인사·조직
397회,이해식,더불어민주당,후보자,대외협력특보 임명 시기와 관련한 증명 자료를 제출하여 임명 시점을 확인하기 위해 자료 제출 요구,인사·조직
397회,이해식,더불어민주당,법무법인 율촌,"따님의 인턴십 프로그램이 15일 이상, 하루 6시간 이상 봉사 프로그램임을 증명할 수 있는 가이드라인 및 관련 자료 제출 요구",인사·조직
397회,이형석,더불어민주당,후보자,후보자의 외국환거래 내역과 관련된 자료를 제출하여 도덕성 및 청렴성 검증을 위해 요구,인사·조직
397회,이형석,더불어민주당,후보자,후보자 가족의 해외 학교 졸업과 관련된 외환거래 내역 자료를 제출하여 검증 목적을 달성하기 위해 요구,인사·조직
397회,이형석,더불어민주당,후보자,사인 간 채권채무 관계에 대한 명확한 자료를 제출하여 오해 방지 및 도덕성 검증을 위해 요구,인사·조직
397회,이형석,더불어민주당,후보자,본인 명의 아파트 구입 관련 이자 납부 내역 자료를 제출하여 증여세 및 상속세 납부의 적정성을 확인하기 위해 요구,인사·조직
397회,이형석,더불어민주당,후보자,"외환거래 내역 중 거래 일자, 거래 금액, 거래 유형이 명기된 상세 거래내역 자료를 제출하여 청문회 검증을 위해 요구",인사·조직
397회,이형석,더불어민주당,후보자,사회적 약자 및 시민사회를 위해 변론한 내용에 대한 자료를 제출하여 후보자의 사회적 역할 검증을 위해 요구,인사·조직
397회,이형석,더불어민주당,중앙선거관리위원회,여론조사의 응답률에 대한 기준 마련과 관련하여 선거 단위별 응답률 현황과 이에 대한 대안을 조사하여 위원회에 제출할 것을 요구,정책·제도
399회,용혜인,,경찰청,"김순호 경찰국장의 대공공작요원 특별채용 기간 동안 연도별 채용 인원, 퇴직자 퇴직 시기, 현직자 현재 계급 정보와 김순호 경찰국장이 대공공작요원으로 특별채용된 구체적 이유에 관한 인사기록 제출 요구",인사·조직
399회,용혜인,,경찰청,서울시 31개 경찰서 중 장애인 접근이 가능한 승강기 또는 계단 설치 현황과 관련하여 지난해 3월 점검 이후 시정되지 않은 경찰서 현황 및 이에 대한 조치 현황 자료 제출 요구,재난·안전
399회,용혜인,,행정안전부,풍수해보험의 저소득층 가입자 보험급여 지급 비율이 일반 가입자 대비 낮은 이유와 저소득층에 대한 풍수해보험 사고 안내 강화 방안에 관한 자료 제출 요구,정책·제도
399회,용혜인,,경찰청,"긴급구조용 지능형 정밀측위 기술개발 사업과 알뜰폰 회사 송수신용 QR코드 전자팩스 도입 사업의 차이점, QR코드 전자팩스 시범서비스 및 정식서비스 진행 현황과 울산 사건에서 피해자 위치 추적 실패 원인에 관한 자료 제출 요구",재난·안전
399회,김교흥,더불어민주당,행정안전부,대통령 취임식 초청자 명단과 관련 문서 일체가 대통령기록물법 위반 여부를 확인하기 위해 이관 시점과 함께 명단 제출 요구,정책·제도
399회,김교흥,더불어민주당,소방청,화재 안전 강화를 위해 PVC 창호 사용 현황과 관련 건축법 개정 이행 실태 및 개선 방안에 대한 결과 보고 요구,재난·안전
399회,김교흥,더불어민주당,중앙선거관리위원회,인터넷선거보도심의위원회의 지역 설치 및 신속 처리 방안에 대한 검토 결과 보고 요구,정책·제도
399회,김용판,미래통합당,행정안전부,지역주도형 청년 일자리 사업의 지원받은 청년들이 계속적으로 그 지역에 있는지 여부를 파악하기 위해 지금까지의 관련 자료 제출 요구,예산·재정
399회,김용판,미래통합당,행정안전부,과거사관련업무지원단의 업무 진행 상황과 진화위의 권고사항 이행 점검 현황을 문서와 서류 형태로 제출받아 점검하기 위해 관련 자료 제출 요구,기타
399회,오영환,더불어민주당,행정안전부,대통령 취임식 초청 대상자 명단의 진위와 보관 여부를 확인하기 위해 대통령기록관에 보관 중인 역대 대통령 취임식 초청명단 기록물 목록과 관련 자료 제출 요구,정책·제도
399회,오영환,더불어민주당,행정안전부,취임준비위원회에서 제출받은 초청 대상자 명단 자료의 존재 여부와 파기 경위를 확인하기 위해 해당 명단 자료 제출 요구,정책·제도
399회,오영환,더불어민주당,행정안전부,이메일로 받은 초청 대상자 명단 자료의 존재 여부와 파기 사실을 확인하기 위해 관련 자료 제출 요구,정책·제도
399회,오영환,더불어민주당,행정안전부,취임식에 초청받은 모든 사람들의 명단을 확인하고 파기 여부를 검증하기 위해 초청 대상자 명단 전체 제출 요구,정책·제도
399회,이형석,더불어민주당,행정안전부,재난특별교부세의 배정 및 지출 현황과 2021년 결산에서 재난특별교부세 미사용 부분의 반환 및 감액 조치 현황을 점검하기 위해 관련 자료 제출 요구,재난·안전
399회,이형석,더불어민주당,행정안전부,대통령실 이전비용 집행 내역과 추가 배정된 예산 20억의 세부 내역을 확인하기 위해 관련 자료 제출 요구,예산·재정
399회,이형석,더불어민주당,행정안전부,"대통령 관저 전기공사 계약과 관련하여 무자격 업체 수주 여부, 불법 하도급 발생 여부 등 계약 문제점 파악 및 조치 현황을 확인하기 위해 관련 자료 제출 요구",감사·점검
399회,이형석,더불어민주당,행정안전부,대통령 관저 전기공사 계약과 관련한 문제점 파악 결과 및 계약 하자 발생 시 대처 방안에 대한 보고 자료 제출 요구,감사·점검
399회,이형석,더불어민주당,진실화해를위한과거사정리위원회,진실화해위원회의 조사인력 충원 및 장기적 인력 운영 계획을 5개년 단위로 수립하여 위원회에 제출하기 위한 구체적인 계획 자료 제출 요구,인사·조직
399회,이형석,더불어민주당,진실화해를위한과거사정리위원회,2021년 결산 내역 중 인건비 집행률과 불용처리 원인에 대한 상세 현황 자료 제출 요구,예산·재정
399회,이형석,더불어민주당,소방청,전국 자치단체별 산불진화 전문 진화차량 배치 현황과 차량 구입 방식 및 가격 차이 문제를 파악하여 국가직 전환에 따른 일괄 구매 방안 마련을 위한 관련 자료 제출 요구,재난·안전
399회,임호선,더불어민주당,경찰청,검찰과 사법경찰 간 상호협력과 일반적 수사준칙에 관한 대통령령 개정 논의 과정에서 네 차례 진행된 검경협의체 논의 자료를 제출해 달라는 요청은 위헌적 요소 검토를 위해서임,정책·제도
399회,임호선,더불어민주당,중앙선거관리위원회,충북혁신도시 내 사전투표소 설치 현황과 주민 불편 해소를 위한 관련 자료를 제출해 달라는 요청은 혁신도시 주민들의 투표 참여 확대와 관심 제고를 위해서임,정책·제도
399회,정우택,,경찰청,경찰 인력 배치의 적정성과 인력 효율화 방안을 검토하기 위해 최근 5년간 지구대 및 파출소 인력 배치 현황 자료 제출 요구,인사·조직
399회,정우택,,소방청,충북 지역 소형 소방헬기 운영 현황과 향후 계획을 확인하기 위해 충북 소형 소방헬기 수리·정비·검사 및 운항 현황과 연차계획 자료 제출 요구,재난·안전
399회,조응천,더불어민주당,행정안전부장관,경찰국 신설과 관련하여 경찰국이 장관에게 충분히 의견을 피력할 수 있도록 백업할 수 있는 구체적인 자료 제출 요구,인사·조직
399회,조응천,더불어민주당,감사원,선거관리위원회에 대한 직무감찰 권한과 관련하여 감사원법 개정 필요성을 검토하기 위한 관련 법률 및 직무감찰 대상 자료 제출 요구,감사·점검
399회,조응천,더불어민주당,소방청장,소방관 순직조의금 모금 현황과 관련하여 정부 행정조직이 청장 명의로 모금하는 현황과 문제점에 대한 구체적인 자료 제출 요구,기타
400회,오영환,더불어민주당,경찰청,"경찰청 정보국 내부 회의에서 국회협력관 운영실태 파악을 위해 각 정부부처 및 공공기관의 국회협력관 운영 인원, 소속 부서, 예산 규모 등의 정보를 18일까지 제출할 것을 요구",인사·조직
400회,오영환,더불어민주당,경찰청,경찰청 정보국 내부 문건을 즉시 제출하여 경찰의 민간인 사찰 및 국회와 언론에 대한 정보 수집 활동 정황을 확인하기 위해 요구,범죄·치안
400회,이형석,더불어민주당,행정안전부,산업부를 통해 조성된 기금의 모금 및 구체적인 사용 내역을 철저히 확인하기 위해 관련 자료를 제출해 달라는 요구,예산·재정
400회,김교흥,더불어민주당,행정안전부,취임식 실무추진단과 대통령인수위 간의 수신·발신 공문과 행안부와 경기남부청 간의 수발신 공문을 제출하여 관련 내용을 확인하기 위해 자료 제출 요구,기타
400회,김교흥,더불어민주당,행정안전부,대통령 취임식 명단 원본을 제출하여 공개하기로 한 약속을 이행하고 위원들에게 제공하기 위해 자료 제출 요구,기타
400회,김교흥,더불어민주당,경기남부경찰청,대통령 취임식 행사에 초청된 양평군 공흥동 사건 담당 형사 관련 자료를 제출하여 초청 경위와 적절성을 확인하기 위해 자료 제출 요구,기타
400회,오영환,더불어민주당,행정안전부,윤석열 대통령 취임식 초청명단 중 공흥지구 개발 특혜 의혹 수사 담당 경찰관 포함 여부와 관련된 수상한 초청장 명단을 국회에 즉시 제출하도록 요구,기타
400회,이형석,더불어민주당,행정안전부,21GRAM과 행정안전부 간의 인테리어 공사 계약서와 전기사업 관련 계약서를 제출해 달라는 요청은 21GRAM과의 계약 내역과 공사 범위를 명확히 확인하기 위해서이다,감사·점검
400회,이형석,더불어민주당,행정안전부,행정안전부가 집행한 대통령실 이전 관련 추가 비용 20억 9000만원에 대한 상세 자료를 10월 말까지 제출해 달라는 요청은 추가 비용 집행 내역을 투명하게 확인하기 위해서이다,예산·재정
400회,용혜인,,용산구청,의령군에서 발송한 공문과 용산구에서 발송한 답변 및 참사 당일 초청을 통해 다녀왔다는 행사 관련 자료를 의혹 해소를 위해 오늘 오후 4시까지 제출할 것을 요구,통계·현황
400회,용혜인,,경찰청,"경찰청이 참사 이틀째 작성한 ‘정책 참고자료’ 문서의 최초 작성자, 최종 보고 대상, 보고된 회의 내역과 대통령실 보고 여부를 확인하여 의원실에 제출할 것을 요구",감사·점검
400회,용혜인,,경찰청,경찰청이 작성한 참사 관련 정책 참고자료 문서에 대해 감찰과 조사를 시행하고 그 결과를 제출할 것을 요구,감사·점검
400회,용혜인,,경찰청,경찰청이 작성한 정책 참고자료 문서의 작성 경위와 보고 경로를 이번 주 금요일 오후 3시까지 의원실에 확인하여 보고할 것을 요구,감사·점검
403회,이형석,더불어민주당,행정안전부,고향사랑 기부금법과 관련된 문제점과 개선 방안에 대해 행안부가 총체적으로 점검한 결과를 위원회에 제출하기 위해 자료 제출 요구,정책·제도
403회,이형석,더불어민주당,경찰청,총경 인사 시 경찰서장들의 수행능력 심사·평가 자료를 제출받아 인사 평가 과정을 검증하기 위해 자료 제출 요구,인사·조직
404회,김웅,미래통합당,경찰청,MBC 전 사장들의 업무추진비 현금 수령과 관련하여 수사 진행 상황을 확인하기 위해 관련 자료 제출 요구,감사·점검
404회,김웅,미래통합당,행정안전부,전북소방청 인력 부족 문제 해결을 위해 소방공무원 인원 증원 대책 수립 및 보고를 요청하기 위한 관련 자료 제출 요구,재난·안전
404회,이해식,더불어민주당,일제강제동원피해자지원재단,민관협의회 공식 회의 참석자 명단과 그때 발언록 등 회의 관련 자료를 제출해 달라는 요구,정책·제도
404회,이해식,더불어민주당,일제강제동원피해자지원재단,정관 변경과 관련된 상세한 내용과 자료를 제출해 달라는 요구,정책·제도
406회,박성민,미래통합당,중앙선거관리위원회,"사무총장과 사무차장 자녀의 인사기록과 충북도선관위 총무과가 기안하고 사무처장이 전결한 당시 채용과 관련한 내부 문서, 경력채용 계획 문서의 문서번호와 사본, 그리고 주민등록번호를 제외한 인사기록을 제출하여 자녀 특혜채용 의혹에 대한 국민적 의구심을 해소하기 위해 제출 요구",인사·조직
406회,용혜인,,인사혁신처,공직자 가상자산 재산신고제 추진 방향과 관련 쟁점에 대한 보고를 요청하여 가상자산 관련 공직자 이해충돌 방지 입법 심사를 위한 자료 제출 요구,정책·제도
406회,용혜인,,경찰청,건설노동자 양회동 씨 분신 사망 사건과 관련한 수사 경과 및 현안 질의 업무보고를 빠른 시간 내에 제출하여 사건의 진상 규명과 대책 마련을 위한 자료 제출 요구,범죄·치안
406회,용혜인,,소방청,이태원 참사 긴급구조대응활동에 대한 중앙 단위 종합평가보고서를 법령에 따라 면밀하게 재작성하여 제출할 것을 요구함으로써 부실 평가 문제를 검증하기 위한 자료 제출 요구,재난·안전
406회,이만희,,중앙선거관리위원회,"자녀 특혜 의혹과 관련해 응시자가 제출한 자기소개서를 포함한 개인서류 사본과 관련 공공서류, 인사기록카드, 가족관계증명서, 주민등록등본, 응시자의 상훈과 징계 이력 일체, 심사위원 명단과 이력서, 심사위원 선정 절차 및 결재서류 사본, 심사위원별 지원자 평가 결과 사본 제출 요구",인사·조직
406회,이만희,,중앙선거관리위원회,"2021년 4월 21일 자 악성코드 감염 관련하여 감염 확인 시점, 감염 경위, 조사 결과 자료 유출 상황, 감염 PC와 해커 경유지 간 통신자료 일체, 포맷 이유에 대한 자료 제출 요구",재난·안전
406회,이만희,,중앙선거관리위원회,국가정보원으로부터 통보받은 8건의 북한 관련 해킹 사례에 대한 결과보고서 제출 요구,재난·안전
406회,이만희,,중앙선거관리위원회,선관위 해킹 의혹 관련 내부 조사 결과 보고서와 악성코드 감염 인지 일자 및 시각에 관한 자료 제출 요구,재난·안전
406회,이만희,,중앙선거관리위원회,특혜채용 의혹과 관련하여 자제분들의 승진 최저 소요 연수 및 가족관계증명서 등 관련 자료 제출 요구,인사·조직
406회,이형석,더불어민주당,경찰청,당시 선순위 집회 신고자가 사건이 일어난 해당 장소에서 실제 집회 개최를 했는지 여부와 실질적으로 이루어진 집회 현황을 파악하기 위해 관련 자료 제출 요구,통계·현황
406회,이형석,더불어민주당,경찰청,5월 8일 현장에서 차량 진입 시 경찰의 물리적 방해 및 과실 여부를 확인하기 위해 관련 자료 제출 요구,감사·점검
406회,이형석,더불어민주당,중앙선거관리위원회,최근 6년간 중앙선관위가 받은 사이버공격 중 북한 해킹 공격 관련 국정원 통보 내역과 관련 자료를 확인하기 위해 제출 요구,감사·점검
406회,장제원,미래통합당,중앙선거관리위원회,"북한 해킹 의혹과 선관위 사무총장 자녀 특혜채용 의혹에 대해 국민적 의혹을 해소하기 위해 IP와 날짜, 시간 등 구체적인 해킹 관련 자료 제출 요구",범죄·치안
406회,장제원,미래통합당,중앙선거관리위원회,선거관리위원회 최고위층 자녀들의 특혜채용 의혹과 관련하여 자체감사 결과 및 관련 증빙자료 제출 요구,인사·조직
406회,장제원,미래통합당,중앙선거관리위원회,해킹 의혹과 관련하여 자체 보안점검 결과 및 외부 전문기관 보안 컨설팅 관련 자료 제출 요구,범죄·치안
406회,장제원,미래통합당,중앙선거관리위원회,"특별감사 진행 계획과 조사 대상자, 감사 결과 및 향후 조치 계획에 관한 구체적인 자료 제출 요구",감사·점검
406회,장제원,미래통합당,중앙선거관리위원회,북한 해킹 의혹과 특혜채용 문제에 대한 특별감사 진행 경과와 결과를 위원회에 보고하기 위한 관련 자료 제출 요구,감사·점검
407회,권인숙,더불어시민당,인사혁신처,김건희 씨의 해외순방 착용 고가 장신구 관련 재산등록 및 공직자윤리위 심사 결과와 최종 처분 내역을 확인하기 위해 관련 자료 제출 요구,인사·조직
407회,권인숙,더불어시민당,행정안전부,가정폭력 피해자 보호를 위한 주민등록 등초본 교부 제한 제도의 사각지대 발생 현황과 2021년 기준 열람·교부된 1619건의 구체적 사례 및 피해자 보호를 위한 가이드라인 마련 현황 자료 제출 요구,재난·안전
407회,권인숙,더불어시민당,경찰청,묻지마 범죄 발생 현황과 관련 통계 부재 문제를 해소하기 위해 최근 1년 반 동안의 묻지마 범죄 통계 및 대응책 마련 현황 자료 제출 요구,범죄·치안
407회,김웅,미래통합당,행정안전부,용인 수지 지역주택조합 새마을금고 대출 관련 자료를 부정 대출 사건과 관련하여 제출 요구,감사·점검
407회,김웅,미래통합당,중앙선거관리위원회,자녀들에 대한 부정 채용 의혹과 관련하여 전수조사 결과 자료 제출 요구,감사·점검
407회,김웅,미래통합당,중앙선거관리위원회,해외출장 내역과 출장 결과보고서의 구체적인 출장 기간과 장소 등 상세 자료 제출 요구,감사·점검
407회,김웅,미래통합당,중앙선거관리위원회,"정치자금 영수증 관련 자료를 정확한 일시, 금액, 장소 등이 포함된 형태로 제출 요구",감사·점검
407회,오영환,더불어민주당,행정안전부,"기후재난의 심각성과 정부 대책의 발전 및 보강 여부를 검증하기 위해 최근 3년간 여름철 장마, 집중호우, 태풍으로 인한 사망자 및 시설 피해 현황 자료 제출 요구",재난·안전
407회,오영환,더불어민주당,행정안전부,재난안전관리본부와 산하 정부기관들의 대규모 피해 예방 대책과 정부 조직 기능 한계에 대한 구체적인 대책 보고 자료 제출 요구,재난·안전
407회,오영환,더불어민주당,행정안전부,국가안전시스템 개편 종합대책의 구체적 내용과 연구·용역 검토 결과에 대한 자료 제출 요구,재난·안전
407회,오영환,더불어민주당,행정안전부,작년 수해 피해 지역의 복구 진행 상황과 현장 어려움에 대한 구체적 현황 자료 제출 요구,재난·안전
407회,오영환,더불어민주당,행정안전부,대형 산불 대응을 위한 산불진화용 고정익항공기 도입 필요성 및 추진 현황에 관한 의견과 관련 자료 제출 요구,재난·안전
407회,이성만,더불어민주당,행정안전부,서민금융인 새마을금고의 연체율이 우려되어 2023년 1분기까지의 새마을금고 연체율 현황 자료를 제출해 달라는 요구,통계·현황
407회,이성만,더불어민주당,행정안전부,지난 5년간 국가 지정 기념일 중 정부 부처가 참여하지 않은 사업이 있었는지 파악하기 위해 관련 자료 제출 요구,통계·현황
407회,이성만,더불어민주당,경찰청,2023년 1월부터 6월 2일까지 경찰 특진자 중 시위 진압 및 노조 수사 관련 특진자 현황을 사유별로 분류한 자료 제출 요구,인사·조직
407회,이성만,더불어민주당,진화위원회,적대세력에 의한 희생자 유가족의 거짓 신고 여부에 대한 객관적 조사 결과 및 통계 자료 제출 요구,기타
407회,이성만,더불어민주당,한겨레신문,녹취록 관련 변명 내용에 대해 반대 논리를 주장할 경우 이를 뒷받침할 자료 제출 요구,기타
407회,이해식,더불어민주당,인사혁신처,한상혁 방통위원장 면직처분과 관련하여 인사혁신처가 공적으로 개입한 업무에 대해 법적 근거가 있는 범위 내에서 서면으로 정리한 문서 제출 요구,인사·조직
407회,전봉민,미래통합당,중앙선거관리위원회,6급 이하 공직자 자녀 및 친인척 채용 전수조사 결과를 제출하여 친족 채용 실태를 확인하기 위해 자료 제출 요구,인사·조직
407회,전봉민,미래통합당,중앙선거관리위원회,최근 10년간 경력채용 인원 현황과 6급 이하 및 친인척 조사 대상자의 동의 여부 및 조사 결과를 명확히 파악하기 위해 관련 자료 제출 요구,인사·조직
407회,허철훈,,중앙선거관리위원회,특별채용으로 선관위에 전입한 직원과 친족관계에 있는 직원 현황을 포함한 총 21건의 전수조사 결과 자료를 위원회에 제출하기 위해 요구,인사·조직
407회,허철훈,,중앙선거관리위원회,최근 5년간 출장보고서 87건 중 PDF 파일 변환 과정에서 손상된 45개 파일에 대한 정확한 자료를 제출하여 자료 작성 및 확인의 신뢰성을 확보하기 위해 요구,감사·점검
410회,이형석,더불어민주당,행정안전부,지방재정 안정화와 관련해 지자체와 협의 중이거나 추진 중인 사항에 대한 자료를 제출해 달라는 요청,예산·재정
410회,권인숙,더불어시민당,정부,유보통합 관련 안정적인 재정 여건 마련과 지자체 업무·예산 이관 원칙과 기준이 제대로 마련되었는지 확인하기 위해 정부가 마련한 계획과 방안을 포함한 보고서 제출 요구,정책·제도
410회,권인숙,더불어시민당,정부,"유보통합으로 인한 어린이집 시설개선, 교사 처우개선, 연수교육 비용 등 추가 비용 발생에 따른 국비 추가 재정 지원방안이 포함된 안을 마련하여 국회에 보고하고 협의하기 위한 자료 제출 요구",예산·재정
410회,권인숙,더불어시민당,행정안전부,정보시스템 장애 예방 및 대응을 위한 대응 매뉴얼의 존재 여부와 관련 자료 제출 요구,재난·안전
410회,권인숙,더불어시민당,행정안전부,최근 발생한 행정망 마비 사태에 대한 대응 현황과 재난문자 발송 관련 자료 제출 요구,재난·안전
410회,권인숙,더불어시민당,행정안전부,노후화된 L4 스위치 등 통신장비 교체 현황과 예산 집행 실태를 점검하기 위한 관련 자료 제출 요구,예산·재정
